dim,pearson,spearman,kendall,mi,dcorr,hsic,pp_spatial
20,-0.6001127510929309,-0.5876430945619935,-0.40680710640147083,0.2864646948759759,0.6314055537085013,0.03248644694830632,-0.5980424973789
254,-0.5884724594960622,-0.6071902010478185,-0.42004354817292916,0.2944890428182436,0.6328501576136611,0.034106178312543665,-0.5876354451033833
129,-0.5722162837521763,-0.5493879996543993,-0.37783221647613124,0.24305366472658196,0.5887445813169652,0.028113721371068864,-0.5710935786510514
45,-0.5003638617915733,-0.48073278056803465,-0.33068981883961174,0.18208707414160763,0.5201222031413512,0.02164398991257604,-0.49505246180880963
95,0.48306156715058146,0.4642587282990656,0.31599349053250714,0.15810463459865343,0.4942918464239679,0.01928717635219265,0.4787631945623407
105,0.4700524800524568,0.4557257372710708,0.31159252419857963,0.15249836626592383,0.4822611502398628,0.01805063496582001,0.46413398557783836
16,-0.4580228766462829,-0.46401717247378477,-0.31707724807884224,0.16221701946590272,0.47352898797723925,0.017512224149307087,-0.4556118197063733
255,-0.4502592091712524,-0.3907378259496332,-0.2633021162927534,0.14033949608399787,0.45460493025142257,0.01587711056594285,-0.44455489278287685
77,-0.44994057381766006,-0.44813163506256193,-0.3046915119872005,0.15036184120780138,0.46964929825317253,0.017242734184824433,-0.4497906698084821
30,-0.44967495710805133,-0.46870629680735304,-0.31609808691363644,0.15690545358995767,0.46305621923305185,0.016551942344693864,-0.4529937088498316
35,-0.44050226587081254,-0.43338147525050275,-0.29784334474202345,0.14848242216381013,0.46170425976396784,0.016539327765483114,-0.43912894373647987
54,-0.4317283962522036,-0.45672593649965754,-0.3120574123744414,0.16531094748217523,0.46058367704916653,0.01619678592665777,-0.43137435423804216
172,0.4316551097196486,0.4094616979318076,0.27620938217477164,0.1237647359175611,0.4431230542323047,0.014601874023005413,0.42664844005165187
127,-0.4277878701463402,-0.4261584022763691,-0.294442146549916,0.15999848350161283,0.4498265433084263,0.016217939419480014,-0.42341563433229557
142,-0.4246203022521944,-0.41863189116096367,-0.2820253851633161,0.13708467021815895,0.44531893555400814,0.015621209196484343,-0.42580536685177767
12,0.42274387147180725,0.4027745992513836,0.27474764108934135,0.14184608121334374,0.43150264393211385,0.01364879653498959,0.4158011769375199
171,0.4192352738601781,0.40560266402627515,0.27471597055321373,0.12988393864112613,0.43235504290537036,0.014627719603471928,0.41270311237862284
162,0.41451913376488625,0.4052687562941953,0.27493872924339546,0.12451413002874556,0.4157534396696119,0.012915926179767823,0.413332513607451
180,0.40707825322441343,0.4084711577600011,0.27648202863227284,0.1307525596412118,0.41935865957148283,0.012714887460568676,0.4068738008629723
205,-0.3989714774393294,-0.34597920264235904,-0.23425912595626683,0.1324799870480895,0.3996452643846036,0.011412100660149188,-0.39174136820351124
109,-0.3967116603512599,-0.37649971706037383,-0.2569121326028842,0.12213315878696207,0.3849290928249234,0.009989036537465591,-0.389643708104222
82,-0.3934076415405028,-0.38321667001617477,-0.2605774386425511,0.11024166580223227,0.40231601800214073,0.012385533299309467,-0.39052597902738717
163,-0.3908798436805625,-0.3650570713477918,-0.24565447989722,0.09381129883512074,0.39218049252019843,0.01150622466632441,-0.386726781002078
32,0.38805393086885154,0.39856522428215785,0.26875348990303943,0.12690980738344226,0.41325880816816063,0.013549272047585102,0.38850193011969214
219,-0.38131718716595336,-0.38230489495179115,-0.25859950050226405,0.10077824077893105,0.3839300678514783,0.010589130475830606,-0.3800314007505322
221,-0.37177615948152276,-0.37365490811507385,-0.253418816207557,0.09880649366811234,0.37668678635296554,0.010014571237046889,-0.37200800491399233
90,-0.3686945558043638,-0.3361844641352966,-0.22765676458713496,0.09963756558926029,0.3735988772704651,0.010375169928761273,-0.3604857983493043
147,-0.3643986830896505,-0.3528156399181606,-0.23692025453841567,0.10862907833249658,0.3845682640802894,0.011185019669901267,-0.3608432904967346
83,-0.360577959183826,-0.3326921653428972,-0.22519683239859078,0.11040904984667232,0.3706564944019465,0.010598680797870557,-0.3524763949025129
47,-0.36049982524238255,-0.32175553834133663,-0.21215535272886096,0.10073661535355871,0.39181074762109697,0.01276453094097558,-0.35224632022849284
28,0.36019127911615545,0.31466925273349944,0.2107931278790908,0.0929371972867088,0.3626793564967136,0.009867638183465217,0.35308556500050475
182,0.35081896882648533,0.32942380463672305,0.2226994626047627,0.10127705507146523,0.366044281287407,0.01023445834419212,0.3444277120955731
158,-0.34833756174107194,-0.32645794619104146,-0.21974352695758,0.09273958757133194,0.35882153298757297,0.009951508413816496,-0.34802613404967336
93,0.34814617930582026,0.3454822861905538,0.23310585464285496,0.08866079672725302,0.35246530481295585,0.008798116712081664,0.34934537645443103
103,-0.34806885960270206,-0.3311883987116579,-0.2245840850737985,0.09481205405034476,0.36506308966701456,0.010373818328102743,-0.34360380787492384
179,-0.34695760954677257,-0.3182451817337974,-0.21576451859077608,0.07035667863125994,0.3399276217640711,0.008474104912323404,-0.34298880770520124
131,0.34206054192675595,0.32590481651898107,0.2227234050599731,0.09295591139619486,0.34708850566953475,0.008787312865187179,0.3339829386482289
166,0.34098420549847264,0.3397745691629975,0.23020734081941738,0.0822199804062338,0.35525836125158583,0.009722052830529954,0.3479796782216416
43,-0.3389972401273905,-0.3454278562155943,-0.23353996506902763,0.08927760980737798,0.34996969158383884,0.009348742025748836,-0.33811602002641983
156,0.33117811632616656,0.3237498570190629,0.21949349714488892,0.09575724476345204,0.3538428370634219,0.009399759567980252,0.3271998192062886
71,0.3288729364473617,0.291297944981346,0.1934940729703674,0.0870104187821017,0.33411310185852217,0.008326631684415024,0.32422349651396143
