0,1,2,3
2.5685585,0.0043342337,2.5709424,-0.10390588
3.200565,-0.063658185,3.1688383,-0.084435664
2.598393,-0.03373974,2.6096413,-0.108233556
2.6328714,-0.03323614,2.640035,-0.1017696
4.4530025,-0.09620375,4.37469,-0.099623166
4.3995504,-0.10280842,4.317268,-0.0911027
3.0879977,-0.043168373,3.0575411,-0.0951945
2.5762584,-0.029121958,2.5838435,-0.096651115
3.4130514,-0.05663196,3.3928752,-0.10399761
2.9526992,-0.043361284,2.9473183,-0.10409929
3.3224945,-0.017962448,3.2900276,-0.10674609
3.7481716,-0.08721269,3.6865306,-0.09968822
3.1264708,-0.043205924,3.126512,-0.10505958
3.180339,-0.045808114,3.177421,-0.11547961
4.3718777,-0.09888116,4.2774744,-0.09167183
3.83873,-0.09042863,3.7740562,-0.08561577
2.6340365,-0.024102844,2.6458204,-0.1031625
2.6095483,-0.025085665,2.631179,-0.10914455
3.450476,-0.05756513,3.4311697,-0.11140862
3.2763388,-0.057501413,3.2558029,-0.10916033
2.343675,-0.012305237,2.3768704,-0.11016724
4.0800443,-0.08507935,4.0147943,-0.09453572
3.3615577,-0.055738516,3.3194587,-0.096462935
2.9874003,-0.03977797,2.987538,-0.107478455
2.747034,-0.032587834,2.7503636,-0.10329676
2.6918318,-0.03310194,2.6934488,-0.10356205
2.6968143,-0.029166095,2.6967547,-0.101080224
2.3555913,-0.015939467,2.3841846,-0.104596466
4.5600743,-0.11892841,4.464683,-0.09265139
2.713326,-0.032425813,2.7167563,-0.10552862
4.1895146,-0.072937794,4.119131,-0.104602404
2.5066855,-0.02577085,2.5359254,-0.11356953
2.9875324,-0.0441762,2.9935646,-0.11413725
3.353963,-0.054914124,3.3435514,-0.11341806
3.4754667,-0.06502227,3.44884,-0.11122203
3.520806,-0.064362474,3.4962237,-0.10418975
2.9927206,-0.035238154,2.9685168,-0.09740974
4.8950434,-0.11618284,4.8031125,-0.095794715
3.7181242,-0.068964876,3.6811082,-0.11056572
4.221889,-0.083248295,4.179549,-0.11233651
3.679979,-0.07032666,3.6443582,-0.11803406
4.31812,-0.10600216,4.237916,-0.090725206
4.639748,-0.10975478,4.542677,-0.092310034
3.7570288,-0.06946964,3.7194893,-0.10876475
4.4524326,-0.097867556,4.3790874,-0.10283586
3.614393,-0.070967056,3.5647857,-0.10214441
3.2908375,-0.05225856,3.2836533,-0.10995058
3.570991,-0.06187106,3.5493627,-0.11005569
3.6846247,-0.052736707,3.6356382,-0.09737698
2.80125,-0.032793887,2.8072035,-0.10049731
3.004309,-0.04385396,3.000711,-0.11234591
3.1273575,-0.052161343,3.106616,-0.09475987
2.639667,-0.03705,2.619821,-0.08041967
2.9266336,-0.045773886,2.9026232,-0.08629711
3.2660708,-0.051289953,3.2541852,-0.10552889
3.5605927,-0.07448191,3.5166283,-0.088834405
3.5294735,-0.06494362,3.4992883,-0.111060515
3.9622438,-0.09157116,3.897674,-0.08448355
2.8675687,-0.035507657,2.8780987,-0.109383866
3.2301962,-0.050445266,3.2165298,-0.10731442
4.954342,-0.120911784,4.844917,-0.09152409
3.2122192,-0.03698627,3.1987658,-0.1067265
3.7566068,-0.08251486,3.6958182,-0.088879146
2.5103447,-0.02398377,2.5297496,-0.1156184
2.45819,-0.022814728,2.485897,-0.10766748
3.3369308,-0.05176408,3.320533,-0.10312514
3.6046283,-0.06478698,3.5830016,-0.110344
4.0555315,-0.097679175,3.9805772,-0.087111026
3.2008917,-0.048365988,3.1899192,-0.109435625
3.5916212,-0.06648583,3.566448,-0.10566942
2.530901,-0.024138205,2.5534563,-0.108836666
2.5631833,-0.026239358,2.5771673,-0.10776845
3.170317,-0.045254506,3.150415,-0.098369785
4.9161367,-0.1265792,4.809072,-0.08461691
5.268284,-0.13172716,5.1595855,-0.092211746
2.8101714,-0.040175848,2.8127704,-0.107797176
3.9866936,-0.07619644,3.9366739,-0.11371557
3.7429576,-0.06400425,3.719316,-0.12077484
4.625267,-0.11336888,4.5291257,-0.09257526
3.2898982,-0.057544626,3.255725,-0.0966737
3.9553232,-0.08738441,3.899478,-0.10147497
2.406566,-0.022308044,2.429186,-0.10301014
3.1007242,-0.047835417,3.0908358,-0.102424614
4.360365,-0.090385266,4.29689,-0.107487045
3.095035,-0.05398474,3.0899615,-0.11692645
2.9871826,-0.045270316,2.9889898,-0.10201276
4.5755796,-0.104896106,4.498288,-0.09630524
3.8193204,-0.0729355,3.7852812,-0.103036135
3.9104426,-0.0864783,3.8453739,-0.0869068
4.2536354,-0.10097734,4.177216,-0.09043093
4.3599677,-0.11133797,4.2739916,-0.09425632
3.2066433,-0.05126203,3.1970265,-0.11214441
3.811699,-0.07067356,3.7751777,-0.10983142
4.2425137,-0.09190909,4.17948,-0.10845941
2.8814392,-0.039687373,2.8825753,-0.110834345
5.2465158,-0.14065352,5.116895,-0.09006228
3.3916557,-0.055609204,3.3768835,-0.1134551
2.88908,-0.038910024,2.8931677,-0.10934957
2.86388,-0.0365287,2.8599455,-0.10058602
2.949151,-0.036625333,2.952175,-0.108381525
2.3437607,-0.018091999,2.3722963,-0.105836704
2.8891776,-0.03906127,2.893709,-0.11054021
2.555424,-0.019535325,2.5568316,-0.09760628
2.617132,-0.026576377,2.6355712,-0.10634489
2.7843149,-0.033481024,2.7992604,-0.11534971
2.6103563,-0.008650757,2.6003134,-0.095311545
3.4736402,-0.05671764,3.4516685,-0.11152416
3.8130968,-0.0687289,3.77833,-0.10640116
3.5640376,-0.060997255,3.5338633,-0.10997229
2.4881682,-0.020288147,2.5149481,-0.10759605
5.1790996,-0.13694152,5.0647435,-0.0896259
4.1119647,-0.08154387,4.0431623,-0.09564459
3.625279,-0.07266418,3.566248,-0.09002373
3.1181722,-0.045890816,3.108045,-0.10751114
3.5160453,-0.06438408,3.4825604,-0.1086993
2.4213426,-0.017934285,2.448212,-0.110515654
4.003437,-0.083866365,3.9584465,-0.110574104
3.1200655,-0.051365368,3.0874956,-0.09682552
3.3282878,-0.032891594,3.3024738,-0.109494135
3.380224,-0.051715083,3.3673766,-0.109508045
3.7569027,-0.055515267,3.7083032,-0.097887844
3.5231507,-0.07390342,3.476244,-0.08190641
2.2052739,0.007993393,2.2261567,-0.107258685
3.2657764,-0.052120097,3.245418,-0.0989124
3.3557906,-0.064820565,3.3168602,-0.09914533
4.498583,-0.10866103,4.406554,-0.096266754
3.9384594,-0.09347204,3.863499,-0.08994988
3.4563525,-0.0680883,3.4123902,-0.09225481
3.6169016,-0.067831226,3.5828316,-0.10271903
4.5635166,-0.09406889,4.474001,-0.0989236
3.4817474,-0.065637685,3.438362,-0.09338136
5.1437616,-0.13587868,5.0247173,-0.08955785
3.1400032,-0.044149794,3.1329765,-0.11151205
4.4075737,-0.10219089,4.3223233,-0.09778004
2.3667686,-0.020500295,2.3864412,-0.102039106
3.3489773,-0.059915908,3.3306003,-0.11161036
2.1158497,-0.0074570253,2.1486669,-0.104042694
3.2785866,-0.049179442,3.267646,-0.111013286
2.7326212,-0.036242656,2.7431097,-0.1078461
3.571861,-0.07170669,3.5386145,-0.10514468
4.647774,-0.117421664,4.548298,-0.08828304
2.6320026,-0.026715837,2.653424,-0.10324304
4.1295424,-0.09081272,4.0478835,-0.09762885
4.040785,-0.08574013,3.972484,-0.08646303
2.2364511,-0.017246582,2.2629373,-0.10453761
4.684433,-0.1050799,4.6066856,-0.10103754
3.0280578,-0.04697495,3.017453,-0.105106466
3.58271,-0.07655687,3.534251,-0.08730493
4.2379656,-0.10128433,4.1572914,-0.09033417
3.3066406,-0.05750329,3.2883456,-0.10935113
3.7755315,-0.075978704,3.7396512,-0.11630512
3.032197,-0.046925046,2.9976463,-0.093016885
2.6251948,-0.027008556,2.6374922,-0.10257647
3.445611,-0.05788461,3.413162,-0.103123195
2.7305515,-0.034657978,2.7402146,-0.10587726
2.9076185,-0.013949014,2.9047081,-0.11291639
3.4988053,-0.06228838,3.4805117,-0.111893296
4.3344827,-0.059433974,4.262952,-0.11518342
3.212713,-0.05175907,3.1963828,-0.09621778
3.9293137,-0.06825922,3.857342,-0.09516284
2.7819796,-0.039951153,2.7901924,-0.10789529
3.2674716,-0.056961335,3.2452068,-0.103891395
3.9527419,-0.09394444,3.879394,-0.09094632
2.3208709,-0.013709955,2.348364,-0.101492316
2.9804873,-0.04558242,2.9791896,-0.11141611
4.6003413,-0.11404682,4.5024467,-0.092708655
3.350345,-0.06608761,3.3087182,-0.08546607
4.322885,-0.09692944,4.2478547,-0.09848801
3.8295782,-0.09275905,3.7676203,-0.08020735
2.907849,-0.03863924,2.9201343,-0.11449778
3.5278418,-0.059899308,3.4963152,-0.10295598
4.521977,-0.09793983,4.4549074,-0.114636295
4.0666113,-0.07944528,4.0205946,-0.117057525
2.3296258,-0.021960892,2.3524313,-0.10747118
3.2012699,-0.050994433,3.1875803,-0.113967955
4.210774,-0.0941881,4.145272,-0.09351905
3.7527854,-0.070439346,3.7030914,-0.09186002
4.7630615,-0.122010626,4.6630206,-0.086052425
2.5313752,-0.023593925,2.552501,-0.10875069
4.215371,-0.095419325,4.1330247,-0.084003635
2.6196196,-0.02341602,2.630634,-0.10671898
3.3570373,-0.05604268,3.34425,-0.106329985
3.2532003,-0.055193104,3.240514,-0.11345583
3.8854334,-0.08178706,3.8363564,-0.11624889
2.0007365,0.001555644,2.0494497,-0.105648175
3.2606864,-0.0503766,3.251192,-0.109293275
2.3870134,-0.027030952,2.4101498,-0.099670134
3.405184,-0.055376448,3.3933012,-0.1175089
3.245147,-0.05688847,3.2265794,-0.104402214
2.0577626,0.006833382,2.0732913,-0.089980185
4.265723,-0.09243614,4.2169943,-0.1126211
3.4269984,-0.0589026,3.407757,-0.10991676
2.673167,-0.0252283,2.6876287,-0.098210655
2.3827426,-0.015354387,2.405968,-0.11120223
2.6777432,-0.033976205,2.6916242,-0.10753799
2.425149,-0.021406092,2.4497955,-0.112247154
2.664516,-0.02848979,2.6846976,-0.104721904
3.7119386,-0.07260812,3.6587293,-0.092068456
4.3141394,-0.10831342,4.2181063,-0.089398526
2.6250198,-0.03307625,2.6439285,-0.10932745
2.5229511,-0.029556908,2.534146,-0.10373468
2.6234572,-0.032949097,2.639686,-0.112214915
3.5733597,-0.07710249,3.52203,-0.087830916
3.4034026,-0.051745422,3.3862913,-0.11302442
3.2191017,-0.06842051,3.1778133,-0.08114229
3.1067402,-0.051291622,3.103948,-0.111492194
3.566057,-0.058485158,3.5423865,-0.1132708
4.4814477,-0.09789232,4.408406,-0.09849296
3.8995144,-0.07589824,3.83149,-0.08858759
4.189175,-0.087933995,4.1099033,-0.100062855
3.5531762,-0.06877262,3.5286582,-0.110437445
3.0452628,-0.043377943,3.0443227,-0.11779555
3.9368045,-0.079768844,3.8959765,-0.117614925
3.271465,-0.05318088,3.2638104,-0.111931734
3.500784,-0.026049204,3.464204,-0.11281926
3.3258476,-0.058651216,3.3056843,-0.10776808
3.0856884,-0.049669422,3.0772917,-0.10794947
2.970742,-0.05553759,2.9431937,-0.08415092
2.3814902,-0.02042935,2.4037828,-0.09719613
3.2687404,-0.05243332,3.258374,-0.109722614
2.841772,-0.038181327,2.8468108,-0.10881111
3.4281356,-0.058158524,3.3997393,-0.10085207
3.940771,-0.07654501,3.8913124,-0.10472773
3.9083812,-0.07341216,3.8732502,-0.11262252
3.620795,-0.070780076,3.5801086,-0.09892571
3.4334548,-0.0646233,3.4072976,-0.10686398
2.5996056,-0.021195807,2.6226497,-0.10995585
2.866209,-0.017625801,2.852384,-0.10059237
2.3507345,-0.001393579,2.3597496,-0.10258776
3.6858623,-0.08198286,3.6194549,-0.090665534
3.08726,-0.044715054,3.0763948,-0.10330901
3.8586762,-0.067287065,3.790365,-0.09340869
4.0454273,-0.07332591,3.9947302,-0.109068654
3.8442233,-0.09195832,3.7735844,-0.08569426
2.9982278,-0.041164853,2.9994657,-0.11577203
3.743635,-0.077133454,3.6955416,-0.09122298
3.6780622,-0.072114564,3.6432352,-0.10952636
3.493039,-0.060965963,3.4687212,-0.11271952
2.03009,-0.0102901235,2.0565777,-0.0902829
3.422734,-0.047941394,3.38325,-0.09213609
2.914565,-0.043126814,2.9268258,-0.1091475
4.4348907,-0.10910932,4.3418365,-0.09328727
3.1758277,-0.054435976,3.1586115,-0.105161965
2.9520016,-0.038579352,2.9512382,-0.113377094
3.2579632,-0.05350647,3.2348223,-0.09957262
3.3198266,-0.050338067,3.3086274,-0.110122845
2.7951226,-0.037460484,2.8064358,-0.11165723
3.755762,-0.07876367,3.7038834,-0.085629694
2.7150464,-0.03254784,2.726588,-0.105761886
4.8123217,-0.092468835,4.7181697,-0.10052314
2.1480834,-0.013052113,2.1816096,-0.10658246
2.9285295,-0.01898522,2.9196637,-0.10667418
2.7552326,-0.03553828,2.7651992,-0.107343405
3.9449806,-0.07998485,3.891297,-0.099414825
3.71371,-0.07547284,3.6655035,-0.09610323
3.3279283,-0.05855284,3.3131669,-0.106921926
3.0816085,-0.04868526,3.0725513,-0.11159152
3.6133387,-0.065710284,3.584738,-0.11232852
4.327818,-0.090515204,4.247708,-0.095817976
3.0870848,-0.047036834,3.0758083,-0.11380755
2.6507142,-0.028698705,2.6736555,-0.10997914
4.082677,-0.0970811,4.007334,-0.09561229
3.5330765,-0.059024073,3.5047052,-0.110630944
4.2444987,-0.10214374,4.1632614,-0.085649826
4.0435057,-0.09236903,3.97339,-0.08996566
3.817228,-0.03682653,3.7578137,-0.11666121
3.582009,-0.06852064,3.533185,-0.093727835
5.2328835,-0.12865755,5.1242332,-0.09744119
5.009293,-0.13179946,4.901506,-0.09192393
4.350339,-0.107599534,4.265077,-0.09505381
2.5477242,-0.025571994,2.5651848,-0.108853236
2.9008944,-0.0029886737,2.8943279,-0.108761564
3.6652327,-0.0657625,3.6086378,-0.097146206
2.8122816,-0.03401921,2.8216822,-0.106720895
5.026272,-0.13347638,4.919312,-0.09131125
4.4377003,-0.10616971,4.354488,-0.09335817
4.52634,-0.10810954,4.4362545,-0.0930723
2.4979484,-0.02333022,2.5131702,-0.11309684
3.1971476,-0.052674092,3.1819534,-0.105689324
4.246474,-0.107359596,4.157904,-0.08699596
2.960961,-0.044811286,2.9605887,-0.10469693
3.0979886,-0.04632526,3.0871062,-0.10761442
4.6486673,-0.10520948,4.5789924,-0.111913644
2.5576324,0.005218841,2.555724,-0.102730416
3.1770308,-0.047356017,3.1731758,-0.10660898
4.0860877,-0.091900714,4.0177264,-0.099511646
3.0199077,-0.048140846,3.0095708,-0.11005104
3.2046564,-0.055273928,3.1867104,-0.107527725
4.1014977,-0.083067246,4.045202,-0.112272225
3.271742,-0.05368332,3.260344,-0.105071716
2.7767012,-0.031049676,2.79422,-0.10850089
4.169428,-0.08875496,4.0969796,-0.10131793
2.2621558,-0.0135814175,2.296275,-0.10282567
3.082391,-0.046694554,3.083372,-0.11078276
5.05406,-0.12756646,4.9448886,-0.09691446
5.1700177,-0.13599604,5.0534883,-0.09219382
2.8394556,-0.031278916,2.8533266,-0.1042785
2.9422386,-0.04357616,2.9432204,-0.10332734
3.1249554,-0.051669665,3.1092083,-0.1011855
3.6860704,-0.035642095,3.6287222,-0.11020658
3.989929,-0.08102951,3.9450192,-0.11397568
2.6363287,-0.03363099,2.6442845,-0.10890126
3.9162447,-0.07255296,3.8485212,-0.09775089
2.9770844,-0.04356984,2.9574852,-0.09609088
3.588645,-0.07797054,3.5379593,-0.08419871
5.6965847,-0.15055767,5.5641346,-0.097578965
3.0185344,-0.044970743,3.0236444,-0.10757237
2.4553368,-0.023331381,2.4757915,-0.10709917
3.5058997,-0.06327406,3.474479,-0.09838021
3.0014966,-0.04528811,2.997672,-0.11438167
1.9313812,0.026202016,1.9619709,-0.10587716
2.939863,-0.042819403,2.943492,-0.108085595
2.584572,-0.0184559,2.6087723,-0.10793867
2.4413984,-0.014099203,2.44447,-0.10037596
3.8331516,-0.07035909,3.7694032,-0.089883365
3.2094195,-0.021264426,3.1794088,-0.106669284
3.4246063,-0.061538823,3.405526,-0.11396678
2.5775893,-0.004091598,2.5812724,-0.108477846
3.088438,-0.040665843,3.092322,-0.11129977
2.853858,-0.03865943,2.850453,-0.10815078
3.5533652,-0.06290919,3.5257423,-0.111241296
3.4160473,-0.059358813,3.3848662,-0.10269168
3.079024,-0.017671026,3.0539696,-0.10290911
3.7026765,-0.06994734,3.644332,-0.092112266
3.7663612,-0.08040894,3.7073247,-0.09157931
4.922733,-0.12128038,4.812284,-0.09031697
4.7540803,-0.12334416,4.6486235,-0.07866948
3.6159678,-0.03165362,3.5721152,-0.10931329
3.9121215,-0.09253288,3.8504236,-0.08807085
3.145712,-0.050622888,3.129775,-0.09778916
3.1461654,-0.02415774,3.1243453,-0.09967369
1.9756184,-0.0030857995,2.0123577,-0.10053106
2.9075148,-0.045327492,2.8985755,-0.097293645
3.2982028,-0.06265847,3.2661438,-0.09310354
3.834159,-0.07814101,3.7962058,-0.10464403
2.6016576,-0.025714211,2.6216774,-0.10871043
3.7170706,-0.074075915,3.662254,-0.09398474
2.5936852,-0.026075862,2.6107504,-0.107384995
2.9432046,-0.05039669,2.935966,-0.10431066
3.5788453,-0.07617796,3.5209224,-0.0773761
2.4653828,-0.022645347,2.491288,-0.105412126
2.9369278,-0.04160569,2.940777,-0.107986644
4.3567657,-0.09637905,4.2686667,-0.104764216
3.8504987,-0.079539336,3.7767112,-0.098249674
2.9184353,-0.039126568,2.928522,-0.11046686
3.532625,-0.061877616,3.5136902,-0.10868833
2.6654458,-0.01105497,2.668305,-0.1129964
4.61661,-0.111633934,4.5193563,-0.08879409
4.2026224,-0.10177452,4.1242757,-0.09297392
4.5242224,-0.10910962,4.4295406,-0.08975767
3.8278883,-0.088981755,3.7728908,-0.10008667
3.2976432,-0.04996542,3.2619245,-0.10003771
2.6651917,-0.026046462,2.6852803,-0.10338774
4.148669,-0.082272805,4.0668836,-0.09454725
2.5700653,-0.025999688,2.5895517,-0.111181475
4.5800524,-0.1122146,4.487284,-0.080220215
2.847823,-0.03830617,2.85557,-0.10547297
3.8924496,-0.07496367,3.8243723,-0.09873862
4.506422,-0.10586781,4.414654,-0.08527646
3.3573723,-0.062039025,3.3257377,-0.096878774
1.9444054,0.001030393,1.9760454,-0.10023764
3.817875,-0.09170959,3.7504666,-0.081515186
3.6802318,-0.084238835,3.6278641,-0.08936459
4.7755113,-0.11442379,4.687281,-0.10274389
3.2662055,-0.050166436,3.2447326,-0.10878113
3.4414337,-0.070370026,3.4025793,-0.102247186
2.8080046,-0.019656397,2.7883942,-0.097698174
2.9025185,-0.038691126,2.9008334,-0.10902929
2.733504,-0.010817282,2.7348204,-0.11114884
4.0901155,-0.09906063,4.017692,-0.08095743
2.617246,-0.028841294,2.6390593,-0.10825661
3.0889256,-0.044421412,3.0789158,-0.10633608
3.4590743,-0.065200366,3.4335945,-0.09824085
3.8130972,-0.06653205,3.7773962,-0.110757254
2.7349105,-0.030512147,2.7410464,-0.11012166
5.188129,-0.13651231,5.0703273,-0.0895972
2.736863,-0.028234683,2.7562304,-0.10849396
3.1919134,-0.04740659,3.178396,-0.10383567
3.0603874,-0.055994906,3.0375488,-0.09564761
2.749562,-0.04044,2.754639,-0.10404021
3.3478558,-0.054800577,3.334004,-0.104503565
2.7045453,-0.035431407,2.7101552,-0.11097495
3.1774416,-0.054533727,3.1536262,-0.10091208
4.9498115,-0.1227378,4.848963,-0.09521841
4.6177144,-0.105335005,4.538525,-0.10757022
3.7605639,-0.07207013,3.723794,-0.10422086
2.3520458,0.004620947,2.3637416,-0.10250368
2.199416,-0.010260202,2.2261453,-0.101653896
2.896225,-0.036650307,2.8990557,-0.09797607
2.758337,-0.041247033,2.76322,-0.10785002
3.1738493,-0.046388336,3.1664155,-0.10591814
4.09906,-0.08509625,4.037605,-0.09439455
4.497538,-0.091546275,4.436741,-0.11105717
3.0186942,-0.046283774,3.0121286,-0.11203585
3.549507,-0.06273741,3.526857,-0.111685485
2.5790453,-0.038527466,2.5682936,-0.078899845
3.010389,-0.031627335,2.98931,-0.0950367
2.263252,-0.01327797,2.293931,-0.10895702
2.850689,-0.03671778,2.857674,-0.10755545
2.712054,-0.0319523,2.7283695,-0.10908817
4.308905,-0.084828444,4.2536607,-0.10931607
3.2416193,-0.050464578,3.2332132,-0.10878834
4.528959,-0.11037285,4.441919,-0.094885446
4.169184,-0.08088619,4.104216,-0.10203863
3.2811146,-0.05437339,3.269987,-0.11584017
3.1223233,-0.046623625,3.1264584,-0.11567546
4.824874,-0.12421862,4.720734,-0.08805538
3.1811593,-0.050892122,3.1668746,-0.10773665
3.5776975,-0.05824793,3.5505817,-0.10773608
2.5158112,-0.00800889,2.5322785,-0.11172284
3.157053,-0.049746163,3.144348,-0.1099299
3.7434642,-0.07207627,3.7045898,-0.11658413
3.392659,-0.062167235,3.3642957,-0.107865594
3.3522909,-0.055510767,3.333875,-0.10611708
4.591674,-0.11668665,4.5031276,-0.09250348
3.763688,-0.069848694,3.7050352,-0.09344918
3.9349747,-0.079198934,3.8848555,-0.098262995
4.297168,-0.096053846,4.2289944,-0.09639111
2.948849,-0.043621577,2.953026,-0.11456722
3.0595014,-0.04261478,3.0604558,-0.115197286
3.0121377,-0.045882516,3.009799,-0.10676239
3.5590367,-0.09049321,3.496596,-0.084388115
2.7707574,-0.03534379,2.7780318,-0.10892212
3.9859293,-0.07717679,3.9231277,-0.100735664
4.0512424,-0.09653015,3.9712455,-0.08836896
3.3107097,-0.022457875,3.2745423,-0.108089656
3.3485289,-0.05290202,3.3373413,-0.10655872
3.9864357,-0.07077367,3.9368627,-0.103323005
4.50338,-0.10844774,4.4058113,-0.09148895
4.3645763,-0.10218576,4.288865,-0.09484119
2.1747,-0.010006003,2.2099023,-0.106488556
4.7972393,-0.12226877,4.694203,-0.09299574
3.2174313,-0.030155309,3.1985018,-0.101576485
4.26284,-0.0786512,4.1961713,-0.101522885
3.21371,-0.05467681,3.1962452,-0.11361379
2.3754084,0.015633412,2.379483,-0.10486712
4.0438747,-0.08929039,3.9908247,-0.104932
3.00514,-0.049122892,3.005397,-0.108641624
2.8340223,-0.037826218,2.8320959,-0.102909915
4.4086723,-0.11588124,4.322126,-0.09261338
4.058646,-0.0960883,3.9870768,-0.08318946
3.041312,-0.051393606,3.0351253,-0.10524821
3.5444317,-0.081078954,3.4916396,-0.08705615
4.4814844,-0.112885155,4.384415,-0.09141367
3.5736303,-0.08365477,3.521748,-0.0900958
4.9793215,-0.12557805,4.8660235,-0.08632655
3.9729216,-0.09085179,3.9045734,-0.082969226
3.6012025,-0.063869365,3.5823383,-0.11120931
4.341427,-0.09485579,4.285377,-0.11363191
2.179486,-0.013824679,2.2092707,-0.10158146
2.616332,-0.024424009,2.635363,-0.10404061
3.599048,-0.064991124,3.572129,-0.11121565
4.523074,-0.109067746,4.431308,-0.0867141
4.122444,-0.06998477,4.057978,-0.10121456
3.8047044,-0.073667176,3.7682083,-0.10863964
3.054283,-0.0634921,3.015849,-0.08467181
3.403581,-0.07563505,3.3554726,-0.08845694
3.2975566,-0.056948937,3.278359,-0.10970289
3.4996145,-0.058821328,3.4796567,-0.11169958
3.3072512,-0.06044305,3.29126,-0.10904132
4.2281637,-0.09728683,4.158053,-0.09625459
3.3988414,-0.059562452,3.3802977,-0.10598892
3.3204682,-0.043848164,3.2810402,-0.102630585
4.299741,-0.105232425,4.2184052,-0.09817505
2.4346178,-0.023819752,2.4596117,-0.10751109
3.6723137,-0.072850056,3.6264465,-0.10283903
3.9941819,-0.07396407,3.9227068,-0.096464984
2.6196523,-0.031213813,2.6353798,-0.10671978
