0,1,2,3,4,5,6,7
0.70239174,0.122528374,0.99467117,-0.16053547,-3.6593556,1.9806693,1.5494248,-1.2188814
0.79532707,0.13530079,1.1134979,-0.20567806,-4.060309,2.1505892,1.7771608,-1.3513911
0.65634716,0.12080476,0.9294763,-0.17664038,-3.4302733,1.8158073,1.4599651,-1.1608365
0.78024876,0.13625017,1.117126,-0.20993744,-4.0438814,2.1513805,1.7629603,-1.3399352
0.782879,0.12911674,1.1066873,-0.19321187,-4.0133123,2.1374774,1.7515286,-1.33667
0.676273,0.12153116,0.9449931,-0.17947309,-3.491158,1.8461639,1.4919897,-1.1808325
0.5073651,0.08314571,0.727986,-0.12120907,-2.7103653,1.4537332,1.06105,-0.9457239
0.7727833,0.14340597,1.1020738,-0.15502752,-4.0016184,2.1758888,1.7475151,-1.3331032
0.66282153,0.11209071,0.95886785,-0.14443834,-3.5169134,1.9109114,1.4806668,-1.18992
0.69456136,0.12914285,0.9882367,-0.17396414,-3.6245599,1.9412712,1.553692,-1.2181329
0.6044835,0.12454468,0.8698917,-0.15649964,-3.2235007,1.7203971,1.3612089,-1.0963135
0.44319814,0.10130063,0.657306,-0.09658459,-2.5313532,1.4073304,0.96695125,-0.8807452
0.5079206,0.10845095,0.7430169,-0.10368253,-2.8117247,1.5618566,1.1052288,-0.96246326
0.5928227,0.0959959,0.87192565,-0.1498277,-3.2208128,1.7386609,1.3153242,-1.1038063
0.64928937,0.12105429,0.931302,-0.16768412,-3.4181361,1.8195713,1.4525512,-1.1513435
0.5199071,0.10800487,0.7580002,-0.11223765,-2.868621,1.589951,1.1356431,-0.9734843
0.6689453,0.11014703,0.9614373,-0.18220226,-3.5225298,1.8673743,1.4985396,-1.1927595
0.5679095,0.11398804,0.821889,-0.15533991,-3.054244,1.6207565,1.2654012,-1.042628
0.758978,0.12990361,1.0853565,-0.2039163,-3.958796,2.1108153,1.7310907,-1.3216325
0.54734814,0.084852934,0.80702025,-0.13826853,-2.967761,1.596164,1.1925099,-1.0329604
0.452862,0.09855798,0.67647284,-0.11144142,-2.5930884,1.4339771,0.99951756,-0.89013296
0.7866554,0.11006567,1.1250843,-0.18559144,-4.0766215,2.1896746,1.7611116,-1.3769752
0.45377287,0.078889385,0.66570264,-0.10724124,-2.493288,1.3524984,0.95682204,-0.88234144
0.6210164,0.12477088,0.892316,-0.17218044,-3.302199,1.7537675,1.3928186,-1.112211
0.80859196,0.13709423,1.1420838,-0.20225652,-4.142819,2.200035,1.8131484,-1.3797135
0.7904351,0.13673562,1.1200337,-0.19905089,-4.069658,2.1685538,1.7854398,-1.3573719
0.7542623,0.13809371,1.0660177,-0.1900854,-3.9052448,2.0834997,1.7028164,-1.3063065
0.6898266,0.13081509,0.97765964,-0.1701283,-3.5887246,1.9194361,1.5425118,-1.2023962
0.8063364,0.13124046,1.1494713,-0.17767663,-4.1466327,2.2389,1.812554,-1.377953
0.7761346,0.13197258,1.0892673,-0.20764361,-3.9670122,2.0983267,1.7287879,-1.3173075
0.38756588,0.069689915,0.572699,-0.110736206,-2.1912563,1.1947607,0.7883626,-0.7807752
0.71627307,0.13289848,1.014105,-0.1917399,-3.7328644,1.9815611,1.6170611,-1.2541506
0.73988414,0.12803009,1.0597976,-0.19957347,-3.8677683,2.060989,1.6703806,-1.2890275
0.8668914,0.15261987,1.2388119,-0.16726127,-4.449635,2.4320476,1.97968,-1.4746294
0.5592748,0.1122922,0.80321485,-0.14720324,-2.9791164,1.5826396,1.2241294,-1.0170217
0.42100337,0.09484649,0.5988549,-0.110572085,-2.318214,1.2361995,0.88491464,-0.8157761
0.7605643,0.13660452,1.0908471,-0.20457198,-3.9745953,2.1233802,1.7295336,-1.3186679
0.5252352,0.103081375,0.7554862,-0.14304015,-2.8231595,1.500193,1.1448061,-0.96740484
0.91508806,0.1470752,1.2879068,-0.22497942,-4.6138086,2.4598553,2.051753,-1.5210855
0.58629525,0.10519007,0.85038346,-0.15232597,-3.1785512,1.7170603,1.3074046,-1.0781063
0.6921271,0.13665333,0.9743157,-0.17659283,-3.5928445,1.9148543,1.5422701,-1.2059518
0.7187556,0.11421603,1.0229312,-0.18219651,-3.714491,1.9700273,1.5971879,-1.2541206
0.39338693,0.08035067,0.5945914,-0.105846435,-2.2849612,1.2498274,0.8481723,-0.81160915
0.891489,0.13208348,1.2535731,-0.22394805,-4.5149107,2.400645,1.9958936,-1.4971639
0.8310832,0.13348666,1.1823677,-0.21308656,-4.27428,2.2789211,1.8768646,-1.4198921
0.7178602,0.13852254,1.0097413,-0.18743901,-3.710413,1.9712776,1.6033224,-1.2406576
0.659763,0.12871084,0.9411668,-0.17759146,-3.463402,1.8416196,1.4715573,-1.1612829
0.5130265,0.107911915,0.76105434,-0.108296305,-2.8731418,1.594677,1.1440185,-0.98084855
0.76105165,0.1355125,1.0831043,-0.18680318,-3.9295948,2.0991654,1.7088894,-1.3150884
0.6478646,0.12318519,0.93729466,-0.17637429,-3.4327207,1.8243955,1.4557837,-1.1568785
0.5403495,0.11534983,0.7723925,-0.1497794,-2.9109344,1.5526713,1.1926789,-0.9933325
0.64630437,0.112552494,0.9271561,-0.1645119,-3.388042,1.801252,1.4347078,-1.1500784
0.8168069,0.13404006,1.1540796,-0.2123148,-4.1779146,2.2211244,1.8312352,-1.3865662
0.50122106,0.1078985,0.74455994,-0.11642547,-2.8468156,1.5817413,1.1251338,-0.9687983
0.3967038,0.07625893,0.5911105,-0.0971009,-2.2454443,1.2237792,0.82993275,-0.8038249
0.8235116,0.14127007,1.1568383,-0.2130086,-4.202426,2.2325249,1.8467859,-1.3921764
0.7066294,0.118438035,1.0172192,-0.18912424,-3.7140791,1.9734753,1.5955545,-1.2505237
0.41605708,0.07243095,0.6173784,-0.1100142,-2.3542,1.2778387,0.87468517,-0.82728755
0.72859573,0.1313659,1.0503377,-0.19886671,-3.8261542,2.0434701,1.6596867,-1.2744613
0.47127065,0.0840123,0.691803,-0.12163071,-2.586159,1.3886055,1.0008284,-0.9015965
0.672907,0.12783304,0.97632426,-0.18513437,-3.619299,1.9493037,1.5356132,-1.2074509
0.7046106,0.1483917,1.0139966,-0.11798799,-3.6786718,2.0430138,1.5805035,-1.2258235
0.85783637,0.13720974,1.2147441,-0.21477212,-4.376256,2.3331518,1.9357,-1.4520975
0.66454625,0.12288058,0.955996,-0.17668156,-3.5103905,1.8650998,1.5061293,-1.181969
0.45292303,0.09145883,0.6714113,-0.121594384,-2.5504694,1.3814204,0.99049294,-0.88529396
0.527318,0.100506335,0.7631291,-0.12910528,-2.886609,1.5754923,1.1517549,-0.98355985
0.64774597,0.12339854,0.9331606,-0.1757053,-3.43538,1.8307064,1.4646739,-1.1590436
0.7916086,0.13191581,1.1202136,-0.20531751,-4.0606976,2.1536264,1.7708689,-1.3517816
0.74447095,0.12404731,1.0652213,-0.1983044,-3.8724034,2.0631268,1.6781725,-1.292927
0.8551259,0.13748297,1.1996303,-0.21384381,-4.32371,2.298076,1.9049453,-1.4308925
0.5053059,0.14215395,0.74511784,-0.071836784,-2.7802057,1.5761504,1.1403719,-0.9497385
0.70254064,0.12936088,1.0052041,-0.1811191,-3.6716611,1.9676334,1.5758142,-1.2242676
0.5792581,0.1525889,0.85218817,-0.07994652,-3.1496215,1.778556,1.3309987,-1.0721769
0.8645116,0.1306507,1.2177626,-0.21580951,-4.3966403,2.3349228,1.9434758,-1.4640727
0.58370936,0.11514941,0.83530176,-0.16098148,-3.1169133,1.6563709,1.2972109,-1.0584044
0.60710025,0.12663305,0.8565207,-0.13416682,-3.1791656,1.7214172,1.319165,-1.0716114
0.4589285,0.090554565,0.6831817,-0.12627803,-2.6193166,1.4286038,1.0097224,-0.90244114
0.7745539,0.13124219,1.093966,-0.2060967,-3.9766927,2.1126318,1.727956,-1.3193558
0.6997379,0.124423146,1.0015048,-0.18915392,-3.6743958,1.9508675,1.5771104,-1.2308583
0.6441119,0.119267106,0.9146609,-0.16888164,-3.3780851,1.7983508,1.4317995,-1.1372668
0.5872654,0.09492472,0.85443884,-0.15728727,-3.1466217,1.6757909,1.2946483,-1.0834707
0.55564225,0.11295289,0.8027697,-0.15046163,-2.9788756,1.5911676,1.2227405,-1.0136529
0.55041134,0.11772129,0.8171026,-0.116475984,-3.059147,1.7063366,1.2298621,-1.032691
0.43253392,0.08019385,0.6465183,-0.11908163,-2.4572783,1.3287159,0.92826736,-0.8675472
0.52933383,0.080482274,0.77966154,-0.13660108,-2.888403,1.5558203,1.142155,-1.006374
0.53816044,0.105606556,0.7679818,-0.1291251,-2.8833768,1.5595533,1.1623296,-0.98319036
0.5438067,0.1019713,0.8091954,-0.13165158,-3.03325,1.6651024,1.2143674,-1.0332565
0.7019222,0.12384632,1.0054103,-0.19217454,-3.6652641,1.9491845,1.574321,-1.2271125
0.69874525,0.1270766,0.9953566,-0.18686278,-3.6553426,1.9441394,1.5674995,-1.2229702
0.705634,0.12774837,0.9939886,-0.17952496,-3.6418693,1.9325999,1.5660402,-1.2199812
0.36299035,0.07370639,0.5416755,-0.094993785,-2.0948946,1.1433951,0.74243754,-0.75163364
0.6538559,0.13177243,0.9218117,-0.17394611,-3.4089909,1.8107604,1.4478406,-1.1445701
0.5593091,0.14749292,0.8215596,-0.07411252,-3.0409393,1.7154534,1.2683969,-1.032501
0.73882484,0.13206005,1.0530875,-0.19626613,-3.8526883,2.0547378,1.666886,-1.2851952
0.38575062,0.06735143,0.5527197,-0.1018662,-2.1294045,1.1428742,0.7647379,-0.76553434
0.62015975,0.10009605,0.8880969,-0.15850912,-3.26017,1.7339243,1.3596666,-1.1162586
0.47645155,0.09275061,0.7015092,-0.12198317,-2.6416025,1.4189118,1.0419009,-0.9219438
0.5884793,0.14590049,0.85923964,-0.100151315,-3.1809757,1.7770227,1.3314564,-1.0683134
0.89841914,0.14028081,1.2654115,-0.231961,-4.566167,2.429878,2.0294077,-1.511081
0.7305279,0.13058797,1.03951,-0.19959001,-3.7921548,2.0117238,1.6396807,-1.2664796
0.7503251,0.12943426,1.0635021,-0.1957464,-3.8901389,2.0679922,1.6946434,-1.3023065
0.43458033,0.0947462,0.63959885,-0.10532877,-2.4394174,1.3325183,0.92489564,-0.84411526
0.7523117,0.13576153,1.0666486,-0.2002152,-3.9032598,2.0687354,1.700876,-1.3038815
0.47594646,0.0814203,0.6961666,-0.121426925,-2.589776,1.3940085,1.0041416,-0.9128372
0.7288717,0.13195619,1.0423094,-0.19290026,-3.8154383,2.0370648,1.6513096,-1.2731066
0.8941151,0.14487597,1.2668358,-0.23150389,-4.551057,2.4231818,2.0234485,-1.5018227
0.74304724,0.12724099,1.0602713,-0.1958253,-3.8563266,2.0477,1.6714517,-1.2937611
0.5642494,0.09682724,0.809525,-0.13275571,-3.0531893,1.6565257,1.2404444,-1.0458716
0.5545877,0.1210275,0.7984799,-0.1533985,-2.9942367,1.5966212,1.2423043,-1.0209423
0.49878863,0.08930078,0.73361176,-0.123959765,-2.7480469,1.4885095,1.0823673,-0.9492739
0.7577394,0.1293976,1.0766871,-0.1999832,-3.9219756,2.0840673,1.7050725,-1.306398
0.75216734,0.1224843,1.0863825,-0.19057353,-3.918113,2.0824578,1.7066616,-1.3148627
0.758765,0.13473973,1.0827432,-0.19821842,-3.9228623,2.088077,1.7107766,-1.3076643
0.5214344,0.09592688,0.7618697,-0.12394269,-2.8323948,1.5307786,1.122352,-0.986593
0.54613066,0.101804376,0.79593015,-0.12894078,-2.972464,1.6091065,1.1989741,-1.023588
0.7679447,0.128019,1.094083,-0.19970138,-3.9870539,2.1265209,1.7281626,-1.3248421
0.6653131,0.12783253,0.96413904,-0.18756022,-3.5371058,1.8818786,1.50455,-1.1866316
0.40164918,0.069717914,0.6118555,-0.109052345,-2.297858,1.2495997,0.8440577,-0.81904554
0.7691537,0.1291723,1.0904073,-0.19824846,-3.9574409,2.1010256,1.7235768,-1.3217751
0.55330694,0.10977942,0.8243974,-0.1369282,-3.096318,1.7080603,1.2476342,-1.0426006
0.5129621,0.15240496,0.74859697,-0.06833559,-2.7732038,1.5703086,1.1377321,-0.9433016
0.5998814,0.08971849,0.8696042,-0.15180345,-3.17489,1.7006261,1.2970334,-1.09025
0.7670851,0.136596,1.0825398,-0.20531113,-3.9449456,2.098775,1.7190536,-1.3119378
0.5444002,0.09105393,0.7842129,-0.12765412,-2.9289858,1.5733073,1.1791893,-1.0158519
0.7245709,0.11527941,1.0381057,-0.18110587,-3.7835586,2.0192964,1.6255338,-1.2718433
0.71206367,0.11425969,1.0110455,-0.18135366,-3.6788282,1.9589419,1.569712,-1.2351567
0.6732464,0.12456265,0.9530632,-0.17308521,-3.5178225,1.8670648,1.5047741,-1.1849043
0.53864694,0.08943516,0.78644806,-0.1373621,-2.9076035,1.5630206,1.1711632,-1.008559
0.5093256,0.12081358,0.7247514,-0.114057586,-2.7573552,1.5095117,1.0923988,-0.94226265
0.47123238,0.107838765,0.6591175,-0.13210067,-2.5432057,1.3532711,1.0085864,-0.8759514
0.65649974,0.124975026,0.9297871,-0.16474696,-3.423334,1.8249738,1.4620031,-1.1568627
0.51864016,0.103547156,0.7602945,-0.11561352,-2.8576813,1.5764649,1.1301839,-0.9776156
0.795601,0.1332987,1.1361924,-0.21403067,-4.1361065,2.2089858,1.8081745,-1.372543
0.66992843,0.13463905,0.9686125,-0.13611807,-3.534379,1.9310093,1.5135487,-1.187652
0.2694449,0.06962071,0.41720626,-0.07911123,-1.674121,0.92255807,0.53674954,-0.6169362
0.61504936,0.12822166,0.88635635,-0.12676302,-3.3085794,1.8206648,1.3673735,-1.1136022
0.7633004,0.13481537,1.081428,-0.20492645,-3.955534,2.1067336,1.7282661,-1.3159004
0.79115653,0.13461584,1.1238885,-0.19760333,-4.078476,2.1766717,1.7898914,-1.3574921
0.8182899,0.12498817,1.153884,-0.20358957,-4.1545568,2.2058399,1.8158631,-1.3911724
0.71856236,0.12611917,1.0230352,-0.19057448,-3.729641,1.9841915,1.6039962,-1.2508104
0.7502847,0.13426048,1.069706,-0.20645465,-3.9248555,2.0954332,1.7059294,-1.3065484
0.60113275,0.095784634,0.87506443,-0.14819752,-3.2074971,1.7310218,1.3104261,-1.0948822
0.8229593,0.13997334,1.1766403,-0.21421276,-4.2566576,2.2775576,1.8684362,-1.4103535
0.79428256,0.13514084,1.1202272,-0.20411558,-4.075791,2.1645055,1.7871436,-1.357509
0.5943589,0.11447546,0.85539323,-0.16158481,-3.1760516,1.690671,1.3253322,-1.0765097
0.7453071,0.120695174,1.0628179,-0.19709308,-3.871557,2.0578144,1.6833035,-1.3018728
0.41352,0.08622271,0.6204871,-0.109249815,-2.3745832,1.291592,0.894714,-0.8418991
0.5145316,0.10813537,0.73824495,-0.14646465,-2.7809186,1.4803258,1.1274863,-0.9564509
0.8101251,0.1364859,1.1332678,-0.2072633,-4.1268067,2.1906025,1.8105725,-1.3718868
0.7440649,0.12870657,1.0638205,-0.1999978,-3.8728893,2.0524378,1.6847913,-1.300889
0.4459475,0.07553172,0.6546677,-0.11431332,-2.465111,1.3311049,0.94135106,-0.87244236
0.5255548,0.093174815,0.77146804,-0.130863,-2.8723834,1.5573653,1.1403192,-0.99095166
0.52177,0.1020439,0.76655143,-0.11159746,-2.880485,1.588916,1.1360196,-0.9841925
0.66540277,0.118624896,0.9492225,-0.1778094,-3.481709,1.8496279,1.4826713,-1.175809
0.8037703,0.12978843,1.1448681,-0.20859204,-4.1567087,2.2126715,1.8214909,-1.3827169
0.5830623,0.11872423,0.83021986,-0.1615964,-3.0724685,1.6301702,1.2790165,-1.0483605
0.6622586,0.12461051,0.9577747,-0.18556009,-3.50617,1.8615854,1.4907466,-1.1757884
0.43567985,0.07423508,0.65333766,-0.11018284,-2.4479966,1.3294657,0.92874205,-0.86482006
0.7025926,0.12493867,0.98929626,-0.18705519,-3.629585,1.9248463,1.5584778,-1.2111956
0.60669136,0.12336105,0.8862542,-0.1341611,-3.2906916,1.8217063,1.34814,-1.1058432
0.6441847,0.11760655,0.92942864,-0.16524182,-3.4037406,1.8123015,1.4429355,-1.1534661
1.0486711,0.15092054,1.4789032,-0.27258956,-5.2751694,2.8106601,2.3783891,-1.7216876
0.6764902,0.12632766,0.9589943,-0.18873106,-3.538796,1.8800228,1.5082345,-1.1802201
0.6350589,0.122225136,0.9089115,-0.17765571,-3.3464165,1.7757068,1.4173412,-1.1271601
0.61929893,0.12644467,0.905952,-0.1378841,-3.3868337,1.871264,1.4017825,-1.1412401
0.8587396,0.1340217,1.2069622,-0.21537326,-4.3591413,2.3195028,1.9204892,-1.4455332
0.77320397,0.12734586,1.0982156,-0.20196493,-3.9837935,2.1140974,1.7404126,-1.3346144
0.5631627,0.11237723,0.812573,-0.15870397,-3.0248284,1.6074188,1.2458963,-1.0281322
0.5761024,0.11104354,0.81963336,-0.15599228,-3.01051,1.5951709,1.2331132,-1.0271301
0.6527755,0.11991075,0.93222505,-0.17308116,-3.4206223,1.8151838,1.4519079,-1.1543615
0.48044297,0.08763528,0.7089418,-0.12637866,-2.660151,1.4333062,1.0513145,-0.92898464
0.63984346,0.114278644,0.91725177,-0.1709561,-3.3795066,1.799724,1.4298282,-1.1419489
0.62617064,0.12031394,0.89908826,-0.16884182,-3.309132,1.7585177,1.3987899,-1.1195052
0.59665763,0.116859436,0.8534814,-0.16524248,-3.1618028,1.6771642,1.3205202,-1.0742004
0.46564153,0.10304099,0.7041643,-0.13552347,-2.6877086,1.4658748,1.052674,-0.9230793
0.50192,0.09129575,0.7368368,-0.13084693,-2.751203,1.4804589,1.0970914,-0.955243
0.7485827,0.13936913,1.0524694,-0.17945017,-3.8655348,2.0788088,1.6676009,-1.2815638
0.62880194,0.111947685,0.9029326,-0.17539452,-3.3279057,1.7661375,1.4017954,-1.1241691
0.682057,0.11962655,0.9651883,-0.17530352,-3.5324357,1.8868654,1.4977458,-1.1903
