0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1.3896801,-0.41164476,1.3066595,-1.7339536,0.23262979,1.3738222,-0.54539794,0.37292323,-0.8046738,1.4988878,1.3044826,0.28274196,1.2229792,1.5341632,-1.0344265,-1.370652
1.95085,-0.48885602,1.72676,-2.1533859,0.3396081,1.736115,-0.5976059,0.517763,-1.1058143,1.958601,1.6739221,0.3884582,1.5516007,2.0084317,-1.3884268,-1.8017676
2.2881808,-0.5661989,1.9940526,-2.4374175,0.39281708,1.9631263,-0.6466482,0.5969965,-1.2569307,2.2607348,1.8894266,0.41907793,1.7458451,2.300713,-1.5672653,-2.0868073
1.6845372,-0.48003656,1.533422,-2.0018477,0.28994498,1.5938075,-0.5912617,0.44628963,-0.97037137,1.7787333,1.5331554,0.3501699,1.4206505,1.8135874,-1.2430625,-1.6215618
1.5161016,-0.4263543,1.4030219,-1.8309085,0.25089604,1.4565386,-0.54401755,0.41086432,-0.8738737,1.6077578,1.3907033,0.3128389,1.2948314,1.6466281,-1.1173738,-1.4673076
1.488879,-0.38167375,1.2848595,-1.5580035,0.23940329,1.2528942,-0.48254573,0.40277898,-0.78398967,1.4003388,1.1661848,0.19802946,1.1555666,1.4841032,-0.9155219,-1.3061404
2.556831,-0.54504967,2.1240518,-2.4150782,0.4326055,1.9681326,-0.5910048,0.67449945,-1.3347592,2.3135421,1.8854145,0.3831342,1.7850606,2.4135003,-1.5987682,-2.1731277
1.5891664,-0.45355207,1.463649,-1.9072181,0.2613503,1.5266862,-0.56493187,0.4208444,-0.908082,1.6890587,1.4509784,0.3341248,1.3519633,1.7345078,-1.182681,-1.5417058
2.5441647,-0.5631967,2.1338513,-2.491188,0.4394338,2.0288787,-0.62307376,0.6724415,-1.3529965,2.3658607,1.9436597,0.42236608,1.8344756,2.451084,-1.6478069,-2.2026532
1.3152561,-0.4054373,1.2541162,-1.7005396,0.22957103,1.3459911,-0.5516856,0.35797447,-0.78158295,1.4585819,1.280962,0.29318455,1.197146,1.4966427,-1.0347183,-1.3241988
1.358392,-0.4145559,1.2868221,-1.7218462,0.22434674,1.3643007,-0.5301729,0.366852,-0.80741537,1.4761803,1.3127356,0.29412588,1.2141801,1.5290848,-1.0471689,-1.3472171
2.20364,-0.5130268,1.8735619,-2.2140355,0.36598274,1.8039532,-0.58283705,0.5859312,-1.1669824,2.081509,1.7037058,0.36649352,1.6234233,2.1541543,-1.4384222,-1.9348077
2.1226106,-0.48040146,1.8129954,-2.156282,0.36011744,1.7353309,-0.5617301,0.5696832,-1.1382114,2.012192,1.6667444,0.3631643,1.5725175,2.0934062,-1.4050272,-1.8740208
2.1535473,-0.5079822,1.7710668,-2.0326004,0.3555867,1.6607707,-0.5535196,0.57426476,-1.0931251,1.9254038,1.5429305,0.28412712,1.5332496,2.0309668,-1.2588062,-1.8115119
1.5403876,-0.41908163,1.397662,-1.7899536,0.25682834,1.4430847,-0.555265,0.41512337,-0.8715936,1.5969044,1.3551387,0.28720677,1.2813807,1.6275443,-1.0952201,-1.4588916
1.6223731,-0.40607136,1.4480445,-1.825235,0.28288227,1.4699196,-0.5388694,0.43302163,-0.907619,1.642528,1.4012789,0.31661946,1.3123443,1.6993744,-1.1693523,-1.5121591
2.3977656,-0.5330307,1.987517,-2.3159392,0.4098455,1.884325,-0.5912445,0.63058245,-1.2603923,2.215471,1.8083225,0.38453245,1.71058,2.2937233,-1.5352218,-2.0643356
1.7221918,-0.4194225,1.4437038,-1.6993647,0.2859348,1.3694654,-0.49014634,0.47404954,-0.8922719,1.5598766,1.2821926,0.23318511,1.2848449,1.6763474,-1.0540705,-1.4646554
2.4178247,-0.5282078,1.9924132,-2.2853572,0.4040212,1.8574408,-0.58000857,0.6406948,-1.2477595,2.177721,1.7574865,0.34927168,1.6945398,2.2776542,-1.479602,-2.0477927
2.077327,-0.5378351,1.8256147,-2.278804,0.35503593,1.8280727,-0.6177736,0.5389098,-1.1599112,2.0955875,1.7678993,0.3967256,1.6255007,2.1265018,-1.4542527,-1.9226866
1.5996654,-0.48813576,1.4336275,-1.8162718,0.27545232,1.4321291,-0.58635134,0.4422392,-0.90095425,1.6018469,1.3646059,0.27327365,1.3222997,1.6912752,-1.0808198,-1.4839783
1.713954,-0.48982257,1.5754173,-2.0634253,0.30125543,1.6410795,-0.6144125,0.4586825,-0.983677,1.8475716,1.5701212,0.3801182,1.4563442,1.8593416,-1.296592,-1.675569
2.2536333,-0.5100272,1.8938144,-2.2256765,0.3897017,1.8059437,-0.58350754,0.6008747,-1.1872731,2.1016486,1.7147846,0.3665763,1.6419684,2.1822026,-1.4531648,-1.9513239
2.4732156,-0.5537252,2.071358,-2.4534228,0.43171012,1.9955595,-0.6308932,0.6443633,-1.3020836,2.335714,1.909885,0.44115573,1.7951946,2.3977015,-1.6413267,-2.1691642
2.0622902,-0.51573783,1.8154922,-2.216487,0.34918904,1.7882031,-0.60337514,0.53950477,-1.1537551,2.0324643,1.724953,0.35909155,1.5962459,2.0875945,-1.4072533,-1.8727987
1.7601254,-0.47663987,1.5921004,-2.0297465,0.29916945,1.6238977,-0.58031124,0.4666159,-0.9982786,1.8194221,1.5585405,0.34781623,1.4440087,1.8642147,-1.2670743,-1.6735148
2.0695581,-0.52833354,1.8155471,-2.260914,0.35593012,1.8173387,-0.6193913,0.53838295,-1.1610042,2.078932,1.7535619,0.3921165,1.6154531,2.1233172,-1.4533287,-1.9043238
1.1052289,-0.36440605,1.093896,-1.5187291,0.20395981,1.2140087,-0.52606255,0.31077707,-0.6859089,1.2724499,1.1472253,0.25495657,1.0702279,1.3193097,-0.91188544,-1.1472743
1.6803117,-0.49049562,1.5472946,-2.0218909,0.29043132,1.606016,-0.6096321,0.45178398,-0.95674145,1.8011148,1.5390244,0.3651746,1.4341896,1.8190318,-1.2622783,-1.6431587
1.0647242,-0.33119828,1.0344243,-1.4062703,0.17764775,1.1262364,-0.48428285,0.29708195,-0.6427568,1.1813064,1.0589516,0.21943718,1.000922,1.2400311,-0.8229582,-1.0757341
1.2753634,-0.3889869,1.2158568,-1.6491572,0.21948414,1.3130319,-0.5273314,0.34546793,-0.7610897,1.4129012,1.247898,0.28047442,1.160354,1.4481004,-0.99037796,-1.2782242
1.5274761,-0.37791878,1.3536601,-1.6959451,0.26061374,1.3585693,-0.48563612,0.41588584,-0.8574978,1.5107944,1.300022,0.27785766,1.2268721,1.5954194,-1.0761263,-1.4015043
1.3706498,-0.38617378,1.2871655,-1.6878175,0.23313712,1.353443,-0.53523827,0.37370494,-0.7909405,1.4700643,1.2774239,0.27839857,1.2014102,1.5056689,-1.0232245,-1.3388649
1.5354922,-0.44515544,1.4298642,-1.8898915,0.26902184,1.5001767,-0.57835466,0.4210039,-0.8895117,1.658892,1.4335402,0.34112576,1.3385457,1.6934135,-1.1703414,-1.5120804
1.669579,-0.41032416,1.3927268,-1.6005999,0.25838813,1.3176608,-0.47959173,0.4566646,-0.8564123,1.4733183,1.2003014,0.18338698,1.2268864,1.5955584,-0.93775386,-1.3907323
1.4640625,-0.40321875,1.3523778,-1.7490112,0.24119075,1.4065142,-0.5310897,0.39899072,-0.84260046,1.5369284,1.3314909,0.29420778,1.2536583,1.5883317,-1.0681943,-1.4059505
1.7906473,-0.50116086,1.6210846,-2.089888,0.3077499,1.6717623,-0.6065152,0.4771544,-1.0160142,1.8827183,1.5968275,0.36943272,1.4803257,1.9058565,-1.3077675,-1.7181008
1.9665356,-0.5187586,1.7496263,-2.2051134,0.3348578,1.7646275,-0.61543864,0.5134185,-1.1034153,2.0020258,1.7059376,0.38334018,1.5714526,2.0384183,-1.3972032,-1.8449179
1.7564986,-0.4640444,1.5436479,-1.9529094,0.2920798,1.5580083,-0.552705,0.47191527,-0.9744115,1.767121,1.4954683,0.33371812,1.4092201,1.8193524,-1.2308104,-1.6142504
1.9439387,-0.46586192,1.7022561,-2.1084113,0.3409293,1.6998726,-0.57683164,0.51335686,-1.0736886,1.9231789,1.6343676,0.3663816,1.5164186,1.979482,-1.3586994,-1.7725132
2.5075262,-0.5536122,2.0761096,-2.4119244,0.4296621,1.9622471,-0.60760427,0.6588285,-1.3209022,2.3151112,1.8783768,0.3993426,1.7783619,2.3909307,-1.6033473,-2.1543849
1.3695505,-0.4148813,1.2930253,-1.7469662,0.23735951,1.38291,-0.5431015,0.37055227,-0.80858874,1.5096486,1.3240598,0.30762142,1.2275442,1.5426246,-1.0608194,-1.3687091
2.1696577,-0.47872,1.8255388,-2.1234286,0.36364788,1.7165738,-0.5520948,0.58421046,-1.1276461,2.004424,1.6369325,0.34326988,1.5677329,2.0894282,-1.3872916,-1.8799875
1.9108958,-0.44715387,1.5719011,-1.7811579,0.30188254,1.4664732,-0.51426196,0.523284,-0.9668728,1.6600983,1.3387755,0.21598783,1.3577734,1.7917812,-1.0833762,-1.5775499
1.29387,-0.4070816,1.239893,-1.6884745,0.22213517,1.3438509,-0.550479,0.35296917,-0.770923,1.4531155,1.2814208,0.30326828,1.1946079,1.4894241,-1.0156094,-1.316022
1.7891469,-0.49469584,1.6297169,-2.0884662,0.31263334,1.663908,-0.6168135,0.4782357,-1.0198936,1.8822689,1.5925578,0.3725297,1.4831518,1.9007591,-1.3081071,-1.7172508
1.96456,-0.4553482,1.6566368,-1.9677776,0.33183312,1.584047,-0.53612727,0.5377034,-1.0230726,1.8337579,1.5087751,0.32631794,1.4561832,1.9206908,-1.2728026,-1.721665
1.2731268,-0.39741856,1.2181553,-1.680492,0.21642293,1.327438,-0.54227036,0.3400136,-0.7647722,1.4380852,1.2660433,0.30036458,1.1696789,1.4600995,-1.0104399,-1.2971284
2.9635952,-0.64991933,2.4341264,-2.776588,0.5042811,2.2680182,-0.677154,0.7733138,-1.5341734,2.7045057,2.168156,0.4637267,2.04804,2.7688317,-1.8505771,-2.5332646
1.3765807,-0.40898395,1.3017366,-1.7306893,0.23349379,1.3769823,-0.53634745,0.3723403,-0.8073751,1.4941962,1.30952,0.29722583,1.2210726,1.5425415,-1.0502725,-1.3641487
1.347239,-0.46391296,1.1880713,-1.4905171,0.23523332,1.1721057,-0.56672496,0.3851912,-0.7585974,1.2833964,1.1083854,0.15742943,1.1174893,1.4271855,-0.82855076,-1.2026241
1.5370581,-0.43435317,1.4057276,-1.7903037,0.26358187,1.4430826,-0.56384087,0.4201068,-0.8707303,1.6026541,1.3616642,0.28729075,1.2981192,1.6405731,-1.0873337,-1.4554715
2.0383923,-0.4566421,1.7127335,-2.0015152,0.33861035,1.6233561,-0.515896,0.5544268,-1.0814022,1.875976,1.5473304,0.32344007,1.4783056,1.983318,-1.3164717,-1.7571337
1.963768,-0.4846478,1.6776804,-1.9983591,0.32101598,1.6236744,-0.5699474,0.51921433,-1.0499736,1.8715951,1.5372033,0.29408503,1.4774343,1.930657,-1.2462255,-1.7233067
1.0283749,-0.32322165,1.0068661,-1.4003443,0.17816772,1.1162016,-0.46585444,0.28506288,-0.64062357,1.1541417,1.0582603,0.23349833,0.9830173,1.2194836,-0.8228347,-1.0468638
1.7861714,-0.58138347,1.4622916,-1.6786182,0.284778,1.3200601,-0.5778265,0.5024302,-0.928758,1.5336092,1.2428008,0.13126296,1.3063238,1.7362944,-0.92435324,-1.4529815
1.9548934,-0.4751308,1.6907275,-2.0430033,0.32797077,1.6525611,-0.55973047,0.51539433,-1.0639689,1.8868623,1.5744246,0.31581655,1.480008,1.9454153,-1.2874187,-1.7425816
1.7996099,-0.43484122,1.5948889,-1.9749737,0.30493695,1.5896027,-0.5476414,0.4870781,-1.0107597,1.7856922,1.516945,0.3414611,1.4190872,1.8489035,-1.2600977,-1.654237
1.8398867,-0.49306554,1.6513183,-2.1177416,0.316577,1.6940607,-0.60197496,0.48739114,-1.0531136,1.9098799,1.6294326,0.37910742,1.501891,1.9404814,-1.3428626,-1.7415477
1.5267038,-0.4474154,1.4307014,-1.8878006,0.269989,1.5050455,-0.58406043,0.40739724,-0.885687,1.6586708,1.4330271,0.33334038,1.3359307,1.6953888,-1.1676049,-1.5074184
1.6147296,-0.44717073,1.4788498,-1.9062964,0.27724615,1.5130371,-0.5758332,0.43773982,-0.9226661,1.688356,1.45633,0.3243885,1.3572,1.731832,-1.1838192,-1.5523468
1.2208674,-0.42440504,0.9897452,-1.1775445,0.19848429,0.9324043,-0.47779232,0.35031214,-0.6392721,1.0163001,0.8639844,0.04011313,0.9448844,1.2206048,-0.601253,-0.97011054
1.8766134,-0.49229473,1.6837621,-2.1337345,0.32494882,1.7125546,-0.5964888,0.49312398,-1.0546359,1.931956,1.638018,0.37778884,1.5162247,1.956137,-1.3424938,-1.7667075
2.1416612,-0.5524858,1.8912776,-2.348625,0.36229593,1.8928211,-0.6331147,0.5511222,-1.2018389,2.1606572,1.8327266,0.40776145,1.6717522,2.1950405,-1.5014677,-1.9864876
1.1817114,-0.37425137,1.1421386,-1.5789379,0.20698608,1.2562612,-0.52910244,0.31832346,-0.70577276,1.3386809,1.1918808,0.2667135,1.1086825,1.3660742,-0.93801236,-1.2069418
2.5336666,-0.5758471,2.1420844,-2.5206988,0.43906486,2.0451696,-0.64018375,0.6659687,-1.3542333,2.3805454,1.9595534,0.42829198,1.844653,2.454737,-1.6638303,-2.2205217
1.6377704,-0.46122664,1.5036353,-1.962508,0.2808645,1.565672,-0.5889991,0.4405143,-0.9372721,1.7393662,1.4907408,0.3526078,1.3892844,1.7655904,-1.2168329,-1.585968
1.4153206,-0.40846664,1.3267331,-1.7530891,0.24358226,1.3968759,-0.5344404,0.38562226,-0.82874644,1.5280857,1.3333713,0.3069559,1.241546,1.5659363,-1.076427,-1.3821762
1.2242396,-0.41557837,1.0890391,-1.3583946,0.21255456,1.06922,-0.5239481,0.35469314,-0.6858047,1.1494918,1.0016534,0.12665361,1.0273441,1.3022537,-0.73801243,-1.0774664
1.6157298,-0.42329365,1.4736112,-1.8698059,0.26840416,1.5024853,-0.54671264,0.43680373,-0.92631197,1.6635121,1.4340528,0.31357533,1.3370142,1.710372,-1.1678195,-1.5280576
1.7702653,-0.48026103,1.5976461,-2.0520263,0.29838032,1.640799,-0.5863921,0.46555164,-1.0187516,1.836562,1.5868996,0.3665327,1.4584055,1.8787745,-1.2845509,-1.6831689
2.5487356,-0.5655572,2.1019487,-2.410731,0.43089342,1.9754316,-0.6096417,0.6842156,-1.3225962,2.3116643,1.8721112,0.39013815,1.8028225,2.4027677,-1.5764707,-2.1613896
2.3064644,-0.51702815,1.9040118,-2.1862345,0.38518706,1.7768179,-0.566283,0.6147318,-1.1960063,2.0889025,1.6887938,0.32822886,1.6334804,2.1780353,-1.4232545,-1.9446106
1.5108833,-0.42503417,1.4104412,-1.8608357,0.26030174,1.4798272,-0.5541336,0.40409938,-0.87701285,1.6310716,1.4157109,0.3307147,1.309791,1.65328,-1.1425947,-1.4779352
2.0976593,-0.4975949,1.7362039,-2.00044,0.3398308,1.6302423,-0.5470371,0.5621913,-1.0886368,1.8924994,1.5233216,0.26408422,1.4913684,1.9821391,-1.2479143,-1.7731256
1.5273218,-0.43899232,1.2697017,-1.4830216,0.2565534,1.1665312,-0.50168276,0.43238208,-0.7890136,1.3245819,1.0919341,0.12776142,1.1560308,1.4883342,-0.83819723,-1.2461383
1.7947059,-0.48867923,1.6209928,-2.0844219,0.30625567,1.669014,-0.5995704,0.47245875,-1.0263606,1.8766794,1.6040474,0.3782156,1.4784391,1.9043965,-1.3205205,-1.7184741
1.7625499,-0.43018484,1.5198946,-1.8569247,0.29102117,1.4882137,-0.5271224,0.47685167,-0.953148,1.7028216,1.4155091,0.28936017,1.3516611,1.7635288,-1.1634791,-1.57669
1.7372928,-0.4751398,1.5772014,-2.0033066,0.29177767,1.6077543,-0.5818445,0.4613488,-0.98328173,1.7987853,1.5396255,0.3416071,1.4319459,1.8454611,-1.2504883,-1.6487681
1.5172145,-0.4476006,1.4141178,-1.8866259,0.25992018,1.5014336,-0.569657,0.405484,-0.8858144,1.6528771,1.4330742,0.34182528,1.328226,1.6754684,-1.1580483,-1.4996955
2.8275728,-0.58669263,2.3191447,-2.6180925,0.4887232,2.1425369,-0.62668216,0.7414752,-1.4565326,2.544044,2.047885,0.4332977,1.9410957,2.6393075,-1.7552634,-2.390328
1.8747725,-0.50264513,1.68769,-2.1534576,0.32184395,1.7247883,-0.60985416,0.4901065,-1.0594013,1.946336,1.6571251,0.3771301,1.5279241,1.9703546,-1.3498529,-1.7798117
2.0186086,-0.45825726,1.6909616,-1.9872533,0.34551936,1.6013551,-0.5319774,0.54065335,-1.0669023,1.8694476,1.5331582,0.31004602,1.4641834,1.9596735,-1.2922587,-1.7449812
1.5657761,-0.42819577,1.4464378,-1.8666135,0.26780817,1.502819,-0.56030345,0.42111376,-0.8939719,1.6533582,1.4229325,0.32353857,1.3326563,1.6919894,-1.1414111,-1.512022
2.4364653,-0.5717537,2.0921175,-2.5084507,0.4148522,2.0359623,-0.6438262,0.63522184,-1.3344014,2.3436966,1.9635934,0.43514043,1.8103915,2.4091501,-1.6450539,-2.1796792
1.2378018,-0.3906024,1.1994258,-1.656089,0.22127827,1.3115636,-0.5442612,0.33232346,-0.75496924,1.4078317,1.256178,0.29241312,1.1602813,1.4365239,-0.99065787,-1.2693903
1.6748421,-0.46085626,1.5385967,-1.9992284,0.29387906,1.5915753,-0.58807737,0.43970785,-0.9615885,1.7774543,1.5269599,0.352009,1.4115636,1.807819,-1.2379313,-1.6202985
1.5478468,-0.44754863,1.2771169,-1.5245057,0.26070094,1.1980897,-0.50753534,0.43404838,-0.8230655,1.3598573,1.1231648,0.14575216,1.1684037,1.5223215,-0.86511415,-1.2763251
1.3880558,-0.37956685,1.2335842,-1.5450921,0.22880565,1.259377,-0.5022316,0.38244283,-0.78850436,1.3666716,1.1705047,0.20528486,1.1379161,1.4567556,-0.9136949,-1.2584802
1.992497,-0.44271618,1.6766045,-1.9616214,0.32989427,1.5841249,-0.51253617,0.5360678,-1.0386105,1.8417602,1.5182341,0.31276038,1.4528958,1.9265842,-1.2664267,-1.7177327
2.1900568,-0.4951114,1.8219112,-2.1450295,0.37188885,1.7356926,-0.55912083,0.58351046,-1.1517333,2.0258749,1.6599845,0.34753925,1.5779036,2.1070135,-1.4002869,-1.8945134
