0,1
-3.6022022,2.616645
-3.606347,2.6052463
-2.878635,2.115408
-3.387111,2.4645166
-3.6209247,2.6265047
-2.8168042,2.0736928
-2.953508,2.162822
-3.7126136,2.692713
-3.454432,2.5048478
-3.7825406,2.7382572
-3.7100868,2.6869946
-3.9468389,2.8396068
-3.192587,2.3389962
-2.8762703,2.1113997
-2.9019763,2.1428268
-2.0759335,1.5818816
-3.6698904,2.6467335
-3.2603912,2.3709407
-3.382828,2.4533892
-2.3056524,1.7286334
-3.9941478,2.8818543
-3.6781373,2.6521995
-2.5901985,1.9223979
-3.3153567,2.4146206
-3.2021925,2.3435905
-3.2912526,2.3926585
-3.4134185,2.4839513
-4.3020864,3.0853508
-3.1889029,2.328248
-2.7107077,2.0042176
-3.4199948,2.4826715
-3.7358353,2.7072163
-3.529212,2.5520442
-2.734398,2.0165613
-2.4378347,1.8163655
-3.8621025,2.7924087
-4.2275033,3.0350313
-3.2477684,2.3662612
-2.6660516,1.9885507
-4.3567,3.1243353
-3.5488873,2.567029
-2.942514,2.1573536
-2.9116256,2.1385727
-2.778314,2.0447087
-3.2506506,2.3638847
-4.634895,3.3123806
-2.873509,2.1118124
-3.7837815,2.7274535
-2.7361097,2.0121129
-3.559027,2.5827258
-3.6603243,2.635485
-2.9082732,2.1359355
-2.4944348,1.8589076
-3.5804124,2.596069
-3.1225524,2.279089
-3.5240073,2.556504
-3.2532308,2.3682208
-3.141048,2.291355
-2.7283492,2.0131288
-2.9458826,2.1657395
-3.652218,2.6475034
-3.8841248,2.8048847
-3.6066265,2.617873
-2.6170201,1.9345651
-3.8901267,2.802819
-3.4313436,2.4966602
-3.945259,2.840884
-3.388667,2.4587545
-3.10388,2.2716215
-3.297764,2.3980062
-4.0639563,2.9240925
-2.5945492,1.9241077
-3.1085157,2.2669382
-3.5424242,2.5609963
-3.650215,2.6347241
-2.9290476,2.157264
-2.7493455,2.0297809
-3.4292467,2.4822886
-3.1902695,2.3331165
-2.8362331,2.09007
