x,y,cNMF_1,cNMF_2,cNMF_3,cluster_label
293.0,30.0,0.3495430052280426,0.30524811148643494,0.5439390540122986,0
294.0,30.0,0.37403279542922974,0.3180735409259796,0.5429792404174805,0
295.0,30.0,0.3861575126647949,0.3131219744682312,0.549275815486908,0
296.0,30.0,0.3534568250179291,0.344694584608078,0.5285481214523315,0
297.0,30.0,0.3768458366394043,0.3932383060455322,0.518557608127594,0
298.0,30.0,0.4165126085281372,0.41789644956588745,0.4953031837940216,4
299.0,30.0,0.5192433595657349,0.2730989158153534,0.5127922892570496,4
250.0,31.0,0.45150303840637207,0.4407881498336792,0.40249103307724,5
251.0,31.0,0.4543672502040863,0.39219459891319275,0.4512748420238495,5
252.0,31.0,0.37467578053474426,0.42156514525413513,0.47024011611938477,4
253.0,31.0,0.43124282360076904,0.42284291982650757,0.4115092158317566,5
254.0,31.0,0.40295690298080444,0.42609408497810364,0.4994722902774811,4
255.0,31.0,0.40910640358924866,0.3651430010795593,0.5409832000732422,0
256.0,31.0,0.3496684730052948,0.32408374547958374,0.624332845211029,0
257.0,31.0,0.3355519473552704,0.26818886399269104,0.635354220867157,2
258.0,31.0,0.3097585141658783,0.27806583046913147,0.6564974188804626,2
259.0,31.0,0.29548022150993347,0.2864944338798523,0.6504579782485962,2
260.0,31.0,0.2624918222427368,0.2567385733127594,0.6607925295829773,2
261.0,31.0,0.3066783547401428,0.24471792578697205,0.7230527400970459,2
262.0,31.0,0.32377082109451294,0.18468914926052094,0.7220500707626343,2
263.0,31.0,0.08629807829856873,0.07715893536806107,1.09530770778656,1
264.0,31.0,0.1546996831893921,0.16611625254154205,0.8986005783081055,1
265.0,31.0,0.32068610191345215,0.25733959674835205,0.6841800808906555,2
266.0,31.0,0.30411508679389954,0.2598414719104767,0.6402977108955383,2
267.0,31.0,0.2998867928981781,0.2549448013305664,0.6509135961532593,2
268.0,31.0,0.26559510827064514,0.27871739864349365,0.6944548487663269,2
269.0,31.0,0.31359773874282837,0.2607610821723938,0.7014231085777283,2
270.0,31.0,0.29493728280067444,0.27575886249542236,0.6523513793945312,2
271.0,31.0,0.30471181869506836,0.2657942771911621,0.673200786113739,2
272.0,31.0,0.3117262125015259,0.2678073048591614,0.6367443799972534,2
273.0,31.0,0.025125088170170784,0.4007876217365265,0.8225975036621094,1
274.0,31.0,0.35882237553596497,0.256145715713501,0.6689034104347229,2
275.0,31.0,0.31155434250831604,0.3202074468135834,0.7000029683113098,2
276.0,31.0,0.20877251029014587,0.3039357364177704,0.6988397240638733,2
277.0,31.0,0.328296422958374,0.25323188304901123,0.674810528755188,2
278.0,31.0,0.3201208710670471,0.2897002696990967,0.6702471971511841,2
279.0,31.0,0.29156339168548584,0.27296820282936096,0.6248594522476196,2
280.0,31.0,0.3125062882900238,0.299154132604599,0.646438479423523,2
281.0,31.0,0.3811047077178955,0.2033805549144745,0.6585690379142761,2
282.0,31.0,0.3255375325679779,0.3246266841888428,0.5915091037750244,0
283.0,31.0,0.3258422315120697,0.324377179145813,0.6042280197143555,0
284.0,31.0,0.32957717776298523,0.3073497712612152,0.5926226377487183,0
285.0,31.0,0.3566513955593109,0.35299018025398254,0.5649076104164124,0
286.0,31.0,0.38090041279792786,0.3570931553840637,0.5266600847244263,0
287.0,31.0,0.3650023639202118,0.38210514187812805,0.5376526713371277,0
288.0,31.0,0.41062209010124207,0.3707176744937897,0.495440274477005,0
289.0,31.0,0.3904033303260803,0.34347352385520935,0.5277314186096191,0
290.0,31.0,0.41135743260383606,0.3596692383289337,0.49080750346183777,0
291.0,31.0,0.40303006768226624,0.3939908742904663,0.47481903433799744,0
292.0,31.0,0.386161744594574,0.38069915771484375,0.53887540102005,0
293.0,31.0,0.3944445252418518,0.2300773710012436,0.5635418891906738,0
294.0,31.0,0.3739284574985504,0.3560275733470917,0.526785135269165,0
295.0,31.0,0.36339902877807617,0.33364248275756836,0.4958153963088989,0
296.0,31.0,0.3849414885044098,0.32661503553390503,0.49624377489089966,0
297.0,31.0,0.4126627445220947,0.35573115944862366,0.47464099526405334,0
298.0,31.0,0.42219078540802,0.44025591015815735,0.47492921352386475,4
299.0,31.0,0.45237502455711365,0.38362136483192444,0.46129539608955383,5
250.0,32.0,0.4539855718612671,0.4837605953216553,0.4694782495498657,4
251.0,32.0,0.41592279076576233,0.4523862898349762,0.4382098913192749,4
252.0,32.0,0.4255886673927307,0.4460049867630005,0.4102507531642914,5
253.0,32.0,0.44159018993377686,0.35699209570884705,0.4536527991294861,0
254.0,32.0,0.4295889735221863,0.4027683734893799,0.4619376063346863,4
255.0,32.0,0.40500909090042114,0.3550495207309723,0.5360031723976135,0
256.0,32.0,0.3670960068702698,0.35296860337257385,0.5916286706924438,0
257.0,32.0,0.28720664978027344,0.3052286207675934,0.649303138256073,2
258.0,32.0,0.26176509261131287,0.27653828263282776,0.6999073028564453,2
259.0,32.0,0.29662179946899414,0.2768653333187103,0.6627097129821777,2
260.0,32.0,0.3018740117549896,0.2484588921070099,0.6863185167312622,2
261.0,32.0,0.3055674731731415,0.3196526765823364,0.6539337635040283,2
262.0,32.0,0.30414536595344543,0.25219371914863586,0.6475724577903748,2
263.0,32.0,0.17958295345306396,0.1606370061635971,0.8632782101631165,1
264.0,32.0,0.2246042788028717,0.2051973193883896,0.8017860651016235,1
265.0,32.0,0.2823634147644043,0.20588314533233643,0.680569052696228,2
266.0,32.0,0.2570151686668396,0.2854501008987427,0.7130997776985168,2
267.0,32.0,0.3182844817638397,0.20678459107875824,0.6964660286903381,2
268.0,32.0,0.2888587713241577,0.24943773448467255,0.67185378074646,2
269.0,32.0,0.30381736159324646,0.27714747190475464,0.6773501038551331,2
270.0,32.0,0.29576972126960754,0.26627540588378906,0.6576252579689026,2
271.0,32.0,0.26527276635169983,0.29956430196762085,0.7205495238304138,2
272.0,32.0,0.3369522988796234,0.24668656289577484,0.6660506725311279,2
273.0,32.0,0.3402603268623352,0.26175081729888916,0.7132908701896667,2
274.0,32.0,0.3041030466556549,0.2282141149044037,0.6802265644073486,2
275.0,32.0,0.32043707370758057,0.24790656566619873,0.7227580547332764,2
276.0,32.0,0.2561139464378357,0.29847070574760437,0.7120178937911987,2
277.0,32.0,0.28407126665115356,0.2676391005516052,0.6571438312530518,2
278.0,32.0,0.34757691621780396,0.23777472972869873,0.6574810743331909,2
279.0,32.0,0.34867164492607117,0.3012893497943878,0.6003714799880981,0
280.0,32.0,0.2988695502281189,0.3185449242591858,0.6158517003059387,2
281.0,32.0,0.3568856716156006,0.3284413814544678,0.6293287873268127,0
282.0,32.0,0.2981112003326416,0.29446133971214294,0.5844758749008179,2
283.0,32.0,0.34801867604255676,0.30383995175361633,0.5446757078170776,0
284.0,32.0,0.3789718747138977,0.2896322011947632,0.5548011064529419,0
285.0,32.0,0.3747195899486542,0.3717469871044159,0.5251448154449463,0
286.0,32.0,0.3680555522441864,0.37006324529647827,0.5369510054588318,0
287.0,32.0,0.3933468163013458,0.3933793306350708,0.5025333762168884,0
288.0,32.0,0.4259780943393707,0.37249597907066345,0.5196904540061951,0
289.0,32.0,0.4129098653793335,0.3757060170173645,0.518218457698822,0
290.0,32.0,0.37787729501724243,0.378228098154068,0.49952617287635803,0
291.0,32.0,0.3557986319065094,0.3867533206939697,0.506197988986969,0
292.0,32.0,0.40998902916908264,0.32371488213539124,0.49319812655448914,0
293.0,32.0,0.3822900652885437,0.30638444423675537,0.5508125424385071,0
294.0,32.0,0.35101574659347534,0.34627848863601685,0.535919725894928,0
295.0,32.0,0.3867674469947815,0.34426623582839966,0.48498061299324036,0
296.0,32.0,0.374779611825943,0.29111599922180176,0.5283169746398926,0
297.0,32.0,0.4341449439525604,0.3324526846408844,0.5219852924346924,0
298.0,32.0,0.38069310784339905,0.3455837666988373,0.5235968232154846,0
299.0,32.0,0.39244556427001953,0.3753075897693634,0.4871457815170288,0
250.0,33.0,0.4097420573234558,0.4415820837020874,0.4421599209308624,4
251.0,33.0,0.414863646030426,0.4372778534889221,0.44020479917526245,4
252.0,33.0,0.45478516817092896,0.38828524947166443,0.4495815932750702,5
253.0,33.0,0.4354248046875,0.45475924015045166,0.4611486792564392,4
254.0,33.0,0.38940513134002686,0.40835145115852356,0.5370280146598816,0
255.0,33.0,0.3865221440792084,0.3566543757915497,0.5694485306739807,0
256.0,33.0,0.3127727508544922,0.3275316059589386,0.6751489043235779,2
257.0,33.0,0.3422914743423462,0.2373179793357849,0.6777058839797974,2
258.0,33.0,0.31624361872673035,0.2561280429363251,0.6521576642990112,2
259.0,33.0,0.2794201076030731,0.26337680220603943,0.6816598176956177,2
260.0,33.0,0.25008001923561096,0.304156631231308,0.6476709246635437,2
261.0,33.0,0.2379942536354065,0.2674888074398041,0.694118857383728,2
262.0,33.0,0.26035475730895996,0.2831517159938812,0.691872239112854,2
263.0,33.0,0.3048945665359497,0.27605026960372925,0.6443073153495789,2
264.0,33.0,0.2213721126317978,0.29840558767318726,0.7158594727516174,2
265.0,33.0,0.29383888840675354,0.26343467831611633,0.6524544358253479,2
266.0,33.0,0.27550259232521057,0.2498389482498169,0.6677476763725281,2
267.0,33.0,0.3077453672885895,0.2598072588443756,0.6777954697608948,2
268.0,33.0,0.26661184430122375,0.25202077627182007,0.6734914183616638,2
269.0,33.0,0.2904181182384491,0.2247800976037979,0.6652064323425293,2
270.0,33.0,0.2859705686569214,0.2664277255535126,0.6727471947669983,2
271.0,33.0,0.2663797438144684,0.2819017767906189,0.6933796405792236,2
272.0,33.0,0.2619631588459015,0.24942545592784882,0.6679121255874634,2
273.0,33.0,0.32554861903190613,0.2130143791437149,0.6694261431694031,2
274.0,33.0,0.31505459547042847,0.25800853967666626,0.650844395160675,2
275.0,33.0,0.30710047483444214,0.2635387182235718,0.6369727849960327,2
276.0,33.0,0.3356950581073761,0.2530456781387329,0.64339679479599,2
277.0,33.0,0.31409451365470886,0.291586309671402,0.6770727038383484,2
278.0,33.0,0.29590922594070435,0.30572637915611267,0.6202594637870789,2
279.0,33.0,0.36761462688446045,0.2269684076309204,0.6380477547645569,2
280.0,33.0,0.35275575518608093,0.2961822748184204,0.5707579851150513,0
281.0,33.0,0.3185119926929474,0.28436586260795593,0.6355456113815308,2
282.0,33.0,0.34288328886032104,0.327589213848114,0.5750319957733154,0
283.0,33.0,0.34711870551109314,0.3437637686729431,0.6068281531333923,0
284.0,33.0,0.39748817682266235,0.31194934248924255,0.5592367649078369,0
285.0,33.0,0.42342695593833923,0.38116079568862915,0.5263283848762512,0
286.0,33.0,0.4077202081680298,0.3405514061450958,0.49056631326675415,0
287.0,33.0,0.4227239787578583,0.3766361474990845,0.4383774697780609,0
288.0,33.0,0.4495711624622345,0.33013787865638733,0.49154412746429443,0
289.0,33.0,0.4501288831233978,0.3697899878025055,0.44866737723350525,5
290.0,33.0,0.42181429266929626,0.41387587785720825,0.4602857232093811,4
291.0,33.0,0.42577359080314636,0.36308732628822327,0.49747568368911743,0
292.0,33.0,0.423530638217926,0.37804490327835083,0.4854404032230377,0
293.0,33.0,0.3783009946346283,0.32072439789772034,0.5517348647117615,0
294.0,33.0,0.3701848089694977,0.36419644951820374,0.5018272995948792,0
295.0,33.0,0.3719966411590576,0.3326724171638489,0.5081552267074585,0
296.0,33.0,0.38364219665527344,0.3085700571537018,0.5011958479881287,0
297.0,33.0,0.38576868176460266,0.3543613851070404,0.4746292233467102,0
298.0,33.0,0.4059062898159027,0.34369999170303345,0.4748848080635071,0
299.0,33.0,0.40170732140541077,0.36838653683662415,0.4620402753353119,0
250.0,34.0,0.46287479996681213,0.41030117869377136,0.4101465344429016,5
251.0,34.0,0.44103071093559265,0.40829992294311523,0.45009520649909973,5
252.0,34.0,0.39583712816238403,0.4240463078022003,0.45623141527175903,4
253.0,34.0,0.46319058537483215,0.40317752957344055,0.40119820833206177,5
254.0,34.0,0.38478216528892517,0.40117621421813965,0.5424842238426208,0
255.0,34.0,0.4059586524963379,0.332657128572464,0.5726433992385864,0
256.0,34.0,0.3297451436519623,0.3032752275466919,0.6351637840270996,2
257.0,34.0,0.31125181913375854,0.2603382468223572,0.6918547749519348,2
258.0,34.0,0.287496417760849,0.28007006645202637,0.6561407446861267,2
259.0,34.0,0.24615958333015442,0.284854918718338,0.6938612461090088,2
260.0,34.0,0.2578991949558258,0.2996666133403778,0.6667730808258057,2
261.0,34.0,0.31087514758110046,0.2590402364730835,0.6835517287254333,2
262.0,34.0,0.3145378530025482,0.22746717929840088,0.6443070769309998,2
263.0,34.0,0.2889024019241333,0.25699087977409363,0.6820799708366394,2
264.0,34.0,0.219381645321846,0.3178124725818634,0.733587920665741,2
265.0,34.0,0.24725878238677979,0.2799115777015686,0.7012455463409424,2
266.0,34.0,0.2483813613653183,0.26310282945632935,0.6889050602912903,2
267.0,34.0,0.2881065905094147,0.2573116421699524,0.6682292222976685,2
268.0,34.0,0.2902981638908386,0.1937120407819748,0.6849917769432068,2
269.0,34.0,0.27830183506011963,0.2507762014865875,0.6678439974784851,2
270.0,34.0,0.27851513028144836,0.24352005124092102,0.6696306467056274,2
271.0,34.0,0.3155895173549652,0.24697406589984894,0.6545068621635437,2
272.0,34.0,0.3111926019191742,0.27455925941467285,0.6350818872451782,2
273.0,34.0,0.2276967614889145,0.28555065393447876,0.7042800188064575,2
274.0,34.0,0.3229418694972992,0.23259463906288147,0.674277126789093,2
275.0,34.0,0.3506055474281311,0.3102865517139435,0.6442487835884094,2
276.0,34.0,0.3163882791996002,0.2426709681749344,0.6588905453681946,2
277.0,34.0,0.30936792492866516,0.25215965509414673,0.6665953397750854,2
278.0,34.0,0.33686789870262146,0.26872390508651733,0.6520041227340698,2
279.0,34.0,0.34098678827285767,0.28199315071105957,0.623568594455719,2
280.0,34.0,0.365863174200058,0.3184870779514313,0.6213481426239014,0
281.0,34.0,0.3923744559288025,0.33712875843048096,0.5540781021118164,0
282.0,34.0,0.3590608835220337,0.34739944338798523,0.610285222530365,0
283.0,34.0,0.41228950023651123,0.2841659188270569,0.5797130465507507,0
284.0,34.0,0.425920695066452,0.3567160367965698,0.5208947062492371,0
285.0,34.0,0.358690470457077,0.39964208006858826,0.5177334547042847,0
286.0,34.0,0.39408960938453674,0.3925282657146454,0.4792499840259552,0
287.0,34.0,0.4412102699279785,0.3732437789440155,0.4349992573261261,5
288.0,34.0,0.46131113171577454,0.39592060446739197,0.40450718998908997,5
289.0,34.0,0.4217616021633148,0.41866394877433777,0.4409155547618866,5
290.0,34.0,0.4546922743320465,0.34169265627861023,0.4478316903114319,0
291.0,34.0,0.4427024722099304,0.36016103625297546,0.4800563156604767,0
292.0,34.0,0.45642685890197754,0.309356689453125,0.5382276177406311,0
293.0,34.0,0.37793397903442383,0.3899797797203064,0.49618998169898987,0
294.0,34.0,0.3515351414680481,0.3393235206604004,0.5318614840507507,0
295.0,34.0,0.34064680337905884,0.35862791538238525,0.49929744005203247,0
296.0,34.0,0.398497074842453,0.2618851065635681,0.5225909352302551,0
297.0,34.0,0.37927019596099854,0.28242698311805725,0.5319731831550598,0
298.0,34.0,0.4045089781284332,0.31400978565216064,0.5107903480529785,0
299.0,34.0,0.4085251986980438,0.34420278668403625,0.44689568877220154,0
250.0,35.0,0.4414774477481842,0.4239465296268463,0.45667240023612976,4
251.0,35.0,0.4542355239391327,0.40641000866889954,0.4338220953941345,5
252.0,35.0,0.4315096139907837,0.38238632678985596,0.42445215582847595,5
253.0,35.0,0.4170081615447998,0.3817983567714691,0.4704093635082245,0
254.0,35.0,0.3969973921775818,0.35776543617248535,0.568210780620575,0
255.0,35.0,0.36140239238739014,0.3111337423324585,0.5967901945114136,0
256.0,35.0,0.31697359681129456,0.2915687561035156,0.6354792714118958,2
257.0,35.0,0.2995741069316864,0.2777382433414459,0.6348308324813843,2
258.0,35.0,0.3248521685600281,0.23726271092891693,0.6712851524353027,2
259.0,35.0,0.31885045766830444,0.30542895197868347,0.678784191608429,2
260.0,35.0,0.31395429372787476,0.32430315017700195,0.6567299365997314,2
261.0,35.0,0.2837486267089844,0.2500733435153961,0.6633256673812866,2
262.0,35.0,0.28710755705833435,0.32087135314941406,0.7046207785606384,2
263.0,35.0,0.3145129680633545,0.17850176990032196,0.7066020369529724,2
264.0,35.0,0.3122718632221222,0.25365784764289856,0.6944223046302795,2
265.0,35.0,0.25209376215934753,0.23370569944381714,0.647747814655304,2
266.0,35.0,0.277651309967041,0.26346462965011597,0.6544215083122253,2
267.0,35.0,0.30208033323287964,0.24852031469345093,0.70767742395401,2
268.0,35.0,0.2974252998828888,0.21287517249584198,0.6991931200027466,2
269.0,35.0,0.30107298493385315,0.26437661051750183,0.6622720956802368,2
270.0,35.0,0.2678602933883667,0.25831347703933716,0.6592502593994141,2
271.0,35.0,0.28583061695098877,0.2546948790550232,0.6781806945800781,2
272.0,35.0,0.30241659283638,0.23199473321437836,0.7013893127441406,2
273.0,35.0,0.2971206307411194,0.22310853004455566,0.6623039245605469,2
274.0,35.0,0.29561853408813477,0.22883093357086182,0.6761212944984436,2
275.0,35.0,0.29535478353500366,0.2600628733634949,0.6508466005325317,2
276.0,35.0,0.29364439845085144,0.3158402442932129,0.6113831996917725,2
277.0,35.0,0.36304619908332825,0.2772385776042938,0.6869749426841736,2
278.0,35.0,0.33316558599472046,0.3131696283817291,0.6007182598114014,0
279.0,35.0,0.32909461855888367,0.3270200192928314,0.6287869215011597,2
280.0,35.0,0.39178329706192017,0.3356694281101227,0.5321142077445984,0
281.0,35.0,0.4229825735092163,0.32607215642929077,0.5419676303863525,0
282.0,35.0,0.4273374378681183,0.37168848514556885,0.4944007992744446,0
283.0,35.0,0.4606500566005707,0.38019657135009766,0.4961390197277069,4
284.0,35.0,0.4320186376571655,0.37128257751464844,0.5083818435668945,0
285.0,35.0,0.4349733591079712,0.39797917008399963,0.4708758592605591,4
286.0,35.0,0.41228532791137695,0.41979271173477173,0.4490736722946167,4
287.0,35.0,0.4758666455745697,0.42187735438346863,0.40208354592323303,5
288.0,35.0,0.47036564350128174,0.41436493396759033,0.3992844820022583,5
289.0,35.0,0.4113694429397583,0.3747898042201996,0.4474174976348877,0
290.0,35.0,0.4725452661514282,0.3752918839454651,0.45593777298927307,5
291.0,35.0,0.4532649517059326,0.38883236050605774,0.4387497901916504,5
292.0,35.0,0.4307245910167694,0.33192285895347595,0.5162913799285889,0
293.0,35.0,0.3778621256351471,0.36443984508514404,0.5317860245704651,0
294.0,35.0,0.3678660988807678,0.30047133564949036,0.5571784377098083,0
295.0,35.0,0.35587358474731445,0.34271320700645447,0.5177675485610962,0
296.0,35.0,0.36400678753852844,0.35411399602890015,0.5199161171913147,0
297.0,35.0,0.3816533386707306,0.33205851912498474,0.48721086978912354,0
298.0,35.0,0.3663807511329651,0.3612786531448364,0.5328622460365295,0
299.0,35.0,0.34556829929351807,0.38332122564315796,0.5287561416625977,0
250.0,36.0,0.44312727451324463,0.4022884666919708,0.44099318981170654,5
251.0,36.0,0.4501687288284302,0.4263210594654083,0.3966028392314911,5
252.0,36.0,0.4780538082122803,0.4457022249698639,0.41677233576774597,4
253.0,36.0,0.4475441873073578,0.4551912546157837,0.43601688742637634,4
254.0,36.0,0.3368978500366211,0.3960818946361542,0.5866091847419739,0
255.0,36.0,0.3491332530975342,0.3054364323616028,0.6022332906723022,0
256.0,36.0,0.27046820521354675,0.33193761110305786,0.6897509694099426,2
257.0,36.0,0.0007180576212704182,0.4842158854007721,0.8327940702438354,1
258.0,36.0,0.31506022810935974,0.28480851650238037,0.652175784111023,2
259.0,36.0,0.3013201951980591,0.28537675738334656,0.6322960257530212,2
260.0,36.0,0.27256038784980774,0.29337137937545776,0.652701199054718,2
261.0,36.0,0.25699499249458313,0.3346647024154663,0.6811115741729736,2
262.0,36.0,0.2943962514400482,0.3196764886379242,0.684258759021759,2
263.0,36.0,0.27018797397613525,0.2848411500453949,0.6520178914070129,2
264.0,36.0,0.2906630039215088,0.2669987976551056,0.6762242913246155,2
265.0,36.0,0.28050553798675537,0.22292841970920563,0.6921908259391785,2
266.0,36.0,0.28747794032096863,0.2588377594947815,0.6854526996612549,2
267.0,36.0,0.2779417037963867,0.25458240509033203,0.6718553900718689,2
268.0,36.0,0.2795717418193817,0.2700450122356415,0.6702924370765686,2
269.0,36.0,0.23582583665847778,0.27456122636795044,0.702886164188385,2
270.0,36.0,0.2593148648738861,0.2728167176246643,0.676666259765625,2
271.0,36.0,0.254581093788147,0.25764304399490356,0.6565024852752686,2
272.0,36.0,0.3094627559185028,0.22508880496025085,0.7232570052146912,2
273.0,36.0,0.2823547124862671,0.25538015365600586,0.6583426594734192,2
274.0,36.0,0.31946924328804016,0.23178187012672424,0.6917133331298828,2
275.0,36.0,0.32412949204444885,0.2655085027217865,0.6645583510398865,2
276.0,36.0,0.33015507459640503,0.2514733374118805,0.6790193915367126,2
277.0,36.0,0.3361905515193939,0.28801196813583374,0.6343851089477539,2
278.0,36.0,0.4003909230232239,0.2917955815792084,0.5950619578361511,0
279.0,36.0,0.42005306482315063,0.35022225975990295,0.5264424681663513,0
280.0,36.0,0.41242867708206177,0.3545088469982147,0.5489006042480469,0
281.0,36.0,0.42942699790000916,0.3951774537563324,0.46151214838027954,4
282.0,36.0,0.446846067905426,0.3270893096923828,0.5097122192382812,0
283.0,36.0,0.4558769762516022,0.3359830379486084,0.4478790760040283,0
284.0,36.0,0.4777585566043854,0.3522579073905945,0.4534214735031128,5
285.0,36.0,0.4573882818222046,0.41915595531463623,0.4257081151008606,5
286.0,36.0,0.4643295407295227,0.423581600189209,0.36098408699035645,5
287.0,36.0,0.47307103872299194,0.37101584672927856,0.4222815930843353,5
288.0,36.0,0.44297340512275696,0.4180503487586975,0.43205881118774414,5
289.0,36.0,0.435414582490921,0.46131086349487305,0.44434529542922974,4
290.0,36.0,0.4688146710395813,0.40039920806884766,0.3938455879688263,5
291.0,36.0,0.4266054928302765,0.38116690516471863,0.4572809040546417,0
292.0,36.0,0.38265717029571533,0.36924710869789124,0.4984784722328186,0
293.0,36.0,0.41132521629333496,0.3014233708381653,0.5204150676727295,0
294.0,36.0,0.4157562553882599,0.29846423864364624,0.5120032429695129,0
295.0,36.0,0.36522945761680603,0.35419178009033203,0.5439487099647522,0
296.0,36.0,0.40072983503341675,0.2905797064304352,0.5259957313537598,0
297.0,36.0,0.42065635323524475,0.3197523355484009,0.5134363174438477,0
298.0,36.0,0.40910154581069946,0.30230095982551575,0.5153952240943909,0
299.0,36.0,0.37063610553741455,0.36729830503463745,0.48877593874931335,0
250.0,37.0,0.4728612005710602,0.4481690227985382,0.4203845262527466,4
251.0,37.0,0.4133455455303192,0.4167792797088623,0.4301006495952606,5
252.0,37.0,0.460922509431839,0.3995199203491211,0.42914527654647827,5
253.0,37.0,0.4008409082889557,0.4077776372432709,0.4825793504714966,4
254.0,37.0,0.4055960476398468,0.3615606129169464,0.5674104690551758,0
255.0,37.0,0.34858429431915283,0.35734182596206665,0.6256573796272278,0
256.0,37.0,0.31189435720443726,0.29047608375549316,0.6294116973876953,2
257.0,37.0,0.31642550230026245,0.31623414158821106,0.6475428938865662,2
258.0,37.0,0.3119993805885315,0.277538001537323,0.6403232216835022,2
259.0,37.0,0.3385853171348572,0.2394816130399704,0.7097073197364807,2
260.0,37.0,0.2861652672290802,0.2649337947368622,0.6487900614738464,2
261.0,37.0,0.32809990644454956,0.2771565020084381,0.6400408148765564,2
262.0,37.0,0.28760141134262085,0.26990431547164917,0.6698251366615295,2
263.0,37.0,0.27876564860343933,0.27038291096687317,0.6597684025764465,2
264.0,37.0,0.2994450032711029,0.281684011220932,0.673085629940033,2
265.0,37.0,0.23893168568611145,0.2755325436592102,0.6829739809036255,2
266.0,37.0,0.33095091581344604,0.18159133195877075,0.7272168397903442,2
267.0,37.0,0.32194989919662476,0.26243022084236145,0.7144398093223572,2
268.0,37.0,0.29204049706459045,0.27927789092063904,0.6577207446098328,2
269.0,37.0,0.28773218393325806,0.2839314937591553,0.6590093970298767,2
270.0,37.0,0.29213011264801025,0.2656747102737427,0.6718928217887878,2
271.0,37.0,0.2833508253097534,0.2591487467288971,0.6684567332267761,2
272.0,37.0,0.27403852343559265,0.28438618779182434,0.7523074746131897,2
273.0,37.0,0.30288684368133545,0.2455792874097824,0.6528946161270142,2
274.0,37.0,0.31509625911712646,0.23972460627555847,0.6908807754516602,2
275.0,37.0,0.31662237644195557,0.28349462151527405,0.6257410645484924,2
276.0,37.0,0.3025240898132324,0.3191812038421631,0.6334198117256165,2
277.0,37.0,0.3853163421154022,0.26758140325546265,0.6389279961585999,2
