x,y,latent,bandcontrast,cluster
45,200,-4.83708e-05,87.0,2
46,200,0.00020277948,74.0,1
47,200,0.00042875722,83.0,1
48,200,0.00015238952,88.0,2
49,200,5.301443e-05,84.0,2
50,200,0.00034633657,89.0,2
51,200,0.00034757442,92.0,2
52,200,-3.4988043e-06,90.0,2
53,200,0.00025878858,85.0,2
54,200,0.00016281649,91.0,2
55,200,0.00013552228,95.0,2
56,200,0.0003302677,86.0,2
57,200,0.0001071734,76.0,1
58,200,7.441209e-06,69.0,1
59,200,3.1258154e-05,63.0,1
60,200,1.8197345e-05,54.0,1
61,200,0.00019648406,57.0,1
62,200,,34.0,-1
63,200,,37.0,-1
64,200,,40.0,-1
65,200,0.0003548393,48.0,1
66,200,0.00011662464,52.0,1
67,200,0.0003516653,53.0,1
68,200,8.947874e-05,50.0,1
69,200,0.00020723179,63.0,1
70,200,0.00010039384,50.0,1
71,200,-0.00017596089,57.0,1
72,200,0.00017595617,59.0,1
73,200,9.35563e-05,65.0,1
74,200,0.00026332523,74.0,1
75,200,0.0001601071,68.0,1
76,200,0.00017207273,80.0,1
77,200,9.581217e-05,88.0,2
78,200,9.057915e-05,107.0,2
79,200,0.00032366568,109.0,2
80,200,0.00017291208,97.0,2
81,200,-0.00012663665,108.0,2
82,200,-0.00010615785,98.0,2
83,200,0.00020162843,86.0,2
84,200,-8.64109e-05,75.0,1
85,200,0.00029846572,64.0,1
86,200,9.861306e-05,81.0,1
87,200,0.00028727617,81.0,1
88,200,2.5172136e-05,76.0,1
89,200,0.0002614197,74.0,1
20,201,0.0002855499,139.0,0
21,201,-4.0987157e-05,151.0,0
22,201,-0.00038298627,153.0,0
23,201,-0.000107412634,155.0,0
24,201,0.00021427055,155.0,0
25,201,6.938237e-05,146.0,0
26,201,0.00027596514,141.0,0
27,201,-0.00013773458,140.0,0
28,201,-1.0100484e-05,149.0,0
29,201,-0.00029340963,153.0,0
30,201,0.00019214203,153.0,0
31,201,1.2164004e-05,149.0,0
32,201,0.00024005905,146.0,0
33,201,2.4444831e-05,130.0,0
34,201,0.00021003943,125.0,2
35,201,-1.816207e-05,97.0,2
36,201,0.00035658397,90.0,2
37,201,0.00019462418,70.0,1
38,201,0.00025663734,76.0,1
39,201,0.00021343323,68.0,1
40,201,0.00015617744,54.0,1
41,201,8.096348e-05,60.0,1
42,201,0.00031528412,74.0,1
43,201,-0.00022499904,81.0,1
44,201,3.8004946e-05,87.0,2
45,201,0.00037171354,84.0,2
46,201,0.00037230778,79.0,1
47,201,-0.000104255625,80.0,1
48,201,-0.00018261943,81.0,1
49,201,0.00017992401,85.0,2
50,201,6.942067e-05,84.0,2
51,201,0.00023505517,89.0,2
52,201,7.303478e-05,92.0,2
53,201,0.00017159851,94.0,2
