x,y,latent,bandcontrast,cluster
419,72,-8.9422334e-05,95.0,2
350,73,-8.446776e-06,150.0,0
351,73,0.00012369076,156.0,3
352,73,7.457001e-05,166.0,3
353,73,9.62537e-05,173.0,6
354,73,8.057925e-05,174.0,6
355,73,-6.724091e-05,177.0,6
356,73,6.508548e-06,185.0,6
357,73,-0.00019008218,184.0,6
358,73,-8.598098e-05,184.0,6
359,73,7.028994e-05,187.0,6
360,73,0.00017762766,194.0,6
361,73,5.4223347e-05,191.0,6
362,73,0.00029163714,191.0,6
363,73,0.00015714986,193.0,6
364,73,6.3091284e-05,191.0,6
365,73,0.0004417303,193.0,6
366,73,-4.0382904e-05,189.0,6
367,73,4.827656e-05,184.0,6
368,73,0.00022727129,191.0,6
369,73,9.0263784e-05,191.0,6
370,73,0.0001992262,182.0,6
371,73,4.676025e-05,172.0,6
372,73,2.8817623e-05,165.0,3
373,73,0.00022488943,161.0,3
374,73,5.014648e-06,153.0,3
375,73,-4.0912302e-05,144.0,0
376,73,-0.00028757897,130.0,4
377,73,2.4108245e-05,129.0,4
378,73,7.4252486e-05,130.0,4
379,73,-6.87376e-05,134.0,4
380,73,-9.717903e-05,147.0,0
381,73,-0.00024340866,139.0,0
382,73,-0.00019110664,138.0,0
383,73,-1.2950797e-05,140.0,0
384,73,-0.00020169694,140.0,0
385,73,-6.518373e-05,144.0,0
386,73,-0.00014388835,141.0,0
387,73,-2.2277643e-05,136.0,0
388,73,-0.00012616086,137.0,0
389,73,-0.00014421408,137.0,0
390,73,-0.00010901195,137.0,0
391,73,-7.793371e-05,137.0,0
392,73,-0.00020868541,141.0,0
393,73,-1.0144402e-05,131.0,4
394,73,-0.000103040366,171.0,6
395,73,0.00014022336,137.0,0
396,73,-0.00013086974,140.0,0
397,73,0.0002761584,129.0,4
398,73,0.00014012877,133.0,4
399,73,-0.00017903547,130.0,4
400,73,0.000103386585,135.0,0
401,73,0.00019242137,131.0,4
402,73,0.00020239508,127.0,4
403,73,7.3677395e-05,131.0,4
404,73,8.045789e-05,129.0,4
405,73,-0.00029300377,134.0,4
406,73,-0.00031716924,138.0,0
407,73,0.00010506174,138.0,0
408,73,-0.00010918698,141.0,0
409,73,-0.000106664374,139.0,0
410,73,8.8971516e-05,137.0,0
411,73,-6.0335617e-05,124.0,4
412,73,8.628529e-05,94.0,2
413,73,0.00027941825,81.0,1
414,73,3.1953154e-05,72.0,1
415,73,-1.4393299e-05,81.0,1
416,73,0.00012647593,94.0,2
417,73,-0.00018004613,86.0,1
418,73,-2.7071626e-05,89.0,2
419,73,-2.6216672e-05,79.0,1
350,74,2.7735543e-05,135.0,0
351,74,-0.00015393243,142.0,0
352,74,0.00018223654,149.0,0
353,74,-0.00014503556,156.0,3
354,74,0.00012675754,166.0,3
355,74,-4.8304384e-05,171.0,6
356,74,0.0003193352,177.0,6
357,74,9.399891e-05,177.0,6
358,74,1.5605183e-05,183.0,6
359,74,0.0002950923,181.0,6
360,74,6.503961e-05,181.0,6
361,74,2.0510633e-06,185.0,6
362,74,-6.141013e-05,187.0,6
363,74,-0.000106881605,188.0,6
364,74,0.0002104615,184.0,6
365,74,0.00021288072,188.0,6
366,74,0.0002684447,198.0,6
367,74,0.00018356036,195.0,6
368,74,0.00012262876,174.0,6
369,74,7.752096e-06,170.0,3
370,74,6.240042e-05,169.0,3
371,74,0.00014393748,158.0,3
372,74,-2.5154208e-05,176.0,6
373,74,0.00025389966,154.0,3
374,74,5.900924e-05,143.0,0
375,74,8.268759e-05,136.0,0
376,74,-0.000117053976,127.0,4
377,74,-5.1136245e-05,128.0,4
378,74,-0.00025270245,134.0,4
379,74,-0.00025441445,140.0,0
380,74,-6.933254e-05,143.0,0
381,74,-0.00022861332,156.0,3
382,74,-8.720247e-05,141.0,0
383,74,-0.00044665203,139.0,0
384,74,-0.00025851303,138.0,0
385,74,-0.00010828755,142.0,0
386,74,-0.0003081327,141.0,0
387,74,-0.00023337913,140.0,0
388,74,-0.00020027708,139.0,0
389,74,-0.00012217846,137.0,0
390,74,-6.733363e-05,136.0,0
391,74,0.00012987066,133.0,4
392,74,-0.0001873179,128.0,4
393,74,4.559959e-05,130.0,4
394,74,-1.8459454e-05,160.0,3
395,74,6.228534e-05,131.0,4
396,74,0.00016078987,124.0,4
397,74,0.00022427889,127.0,4
398,74,-5.1187817e-07,124.0,4
399,74,0.0002207561,103.0,2
400,74,0.0002776414,113.0,4
401,74,0.00030250353,110.0,2
402,74,0.0001458461,114.0,4
403,74,0.00024312129,117.0,4
404,74,3.1279516e-05,129.0,4
405,74,9.674992e-05,128.0,4
406,74,2.2345805e-05,131.0,4
407,74,-0.00022620609,137.0,0
408,74,3.6981655e-06,137.0,0
409,74,-0.00016759458,139.0,0
410,74,4.7842623e-06,139.0,0
411,74,0.00011179905,131.0,4
412,74,0.00017364422,112.0,2
413,74,0.00016468263,86.0,1
414,74,0.00010304031,86.0,1
415,74,0.00015692355,91.0,2
416,74,0.00024191273,89.0,2
417,74,0.00027024938,94.0,2
418,74,-2.7816044e-05,96.0,2
419,74,0.00027363165,101.0,2
350,75,-0.00017291895,130.0,4
351,75,-0.00014929252,132.0,4
352,75,5.7779776e-05,137.0,0
353,75,-8.562731e-05,138.0,0
354,75,2.6986934e-05,151.0,0
355,75,-0.0002298716,159.0,3
356,75,-3.4445082e-05,170.0,3
357,75,0.00016454008,175.0,6
358,75,-0.00028591516,177.0,6
359,75,-8.531951e-05,176.0,6
360,75,0.00020565419,180.0,6
361,75,0.0002296301,181.0,6
362,75,-4.0806597e-05,178.0,6
363,75,-7.0068054e-06,179.0,6
364,75,6.407063e-05,179.0,6
365,75,-0.00021138764,195.0,6
366,75,0.0002869105,192.0,6
367,75,0.000113218906,170.0,3
368,75,0.0001010226,168.0,3
369,75,-6.41169e-05,162.0,3
370,75,-0.000109618355,161.0,3
371,75,0.0002888402,155.0,3
372,75,-3.3611082e-05,145.0,0
373,75,0.00010162324,139.0,0
374,75,-0.0001560534,132.0,4
375,75,-0.00016271253,130.0,4
376,75,-0.00015283877,127.0,4
377,75,-0.00025715906,135.0,0
378,75,-0.000119557255,142.0,0
379,75,-0.00026138788,143.0,0
380,75,-0.00022949261,143.0,0
381,75,-0.00014416815,144.0,0
382,75,-7.312687e-05,154.0,3
383,75,-7.684011e-05,143.0,0
384,75,-2.2098015e-05,141.0,0
385,75,-0.00029454354,140.0,0
386,75,-0.00016752246,140.0,0
387,75,-7.965177e-05,139.0,0
388,75,0.00012787478,139.0,0
389,75,-0.0002140805,133.0,4
390,75,-0.0001384872,132.0,4
391,75,8.341274e-06,134.0,4
392,75,0.00020260201,128.0,4
393,75,0.00018562138,150.0,0
394,75,0.00032322848,119.0,4
395,75,0.00018911838,104.0,2
396,75,0.0002697804,92.0,2
397,75,0.00047891785,77.0,1
398,75,0.00032572978,63.0,5
399,75,0.0004076031,54.0,5
400,75,0.00049747864,56.0,5
401,75,0.0002025562,52.0,5
402,75,0.00047950266,61.0,5
403,75,0.00024325238,75.0,1
404,75,0.00014605187,92.0,2
405,75,-2.9898307e-05,113.0,4
406,75,0.00011868338,125.0,4
407,75,2.2042717e-05,131.0,4
408,75,-9.4756484e-05,139.0,0
409,75,-0.00017968286,136.0,0
410,75,-0.00012485014,136.0,0
411,75,7.4228738e-06,135.0,0
412,75,-0.0002721743,126.0,4
413,75,8.937396e-05,96.0,2
414,75,0.00019469796,95.0,2
415,75,0.00045132724,93.0,2
416,75,1.7084589e-05,88.0,1
417,75,0.00027359655,105.0,2
418,75,0.0002316963,101.0,2
419,75,1.5670608e-05,100.0,2
350,76,2.5822199e-05,129.0,4
351,76,3.2333774e-05,130.0,4
352,76,4.3797365e-05,125.0,4
353,76,-1.5451777e-05,123.0,4
354,76,-5.2605872e-05,139.0,0
355,76,0.00012734276,134.0,4
356,76,1.6235572e-05,151.0,0
357,76,-9.63771e-05,167.0,3
358,76,0.00011383952,172.0,6
359,76,0.0001326318,170.0,3
360,76,0.00013774715,171.0,6
361,76,2.9899937e-05,169.0,3
362,76,0.00028521987,163.0,3
363,76,0.00028190349,171.0,6
364,76,5.984446e-05,172.0,6
365,76,0.00025141233,183.0,6
366,76,-0.00011008262,169.0,3
367,76,0.00023159594,162.0,3
368,76,7.669628e-05,156.0,3
369,76,-0.00022662277,154.0,3
370,76,-0.00011990781,168.0,3
371,76,8.731149e-07,147.0,0
372,76,-7.8477664e-05,137.0,0
373,76,1.2442586e-05,130.0,4
374,76,-0.0001526252,125.0,4
375,76,-0.00011923548,132.0,4
376,76,-0.0002208589,141.0,0
377,76,-0.00021451339,144.0,0
378,76,-0.00014917832,144.0,0
379,76,-0.0002005283,144.0,0
380,76,-0.00019785453,145.0,0
381,76,-0.00021718291,144.0,0
382,76,-0.00020284497,143.0,0
383,76,-0.00013937522,143.0,0
384,76,-0.0002813224,151.0,0
385,76,-0.000263181,141.0,0
386,76,-6.638048e-05,141.0,0
387,76,-6.429915e-05,138.0,0
388,76,-0.00010012812,141.0,0
389,76,-0.00023095927,130.0,4
390,76,7.490086e-05,111.0,2
391,76,0.00029564573,103.0,2
392,76,0.00016173028,85.0,1
393,76,5.6819e-05,76.0,1
394,76,6.4332795e-05,62.0,5
395,76,0.00020094903,54.0,5
396,76,0.0003386683,61.0,5
397,76,0.00027123146,57.0,5
398,76,1.9170053e-05,60.0,5
399,76,0.00030997535,57.0,5
400,76,0.00041601982,60.0,5
401,76,0.00023392186,59.0,5
402,76,0.00034412573,55.0,5
403,76,0.0003168329,50.0,5
404,76,0.00038031576,62.0,5
405,76,0.00028993713,69.0,1
406,76,0.00021999655,97.0,2
407,76,-8.321897e-05,120.0,4
408,76,-4.576723e-05,133.0,4
409,76,-8.4561354e-05,137.0,0
410,76,0.00020272401,135.0,0
411,76,-2.527592e-05,135.0,0
412,76,0.00014724885,125.0,4
413,76,-9.757158e-05,105.0,2
414,76,0.0003913198,90.0,2
415,76,0.00034948508,103.0,2
416,76,-0.00025965634,101.0,2
417,76,-6.667315e-05,102.0,2
418,76,-0.0001522323,104.0,2
419,76,-0.00012704852,109.0,2
350,77,0.000120113255,137.0,0
351,77,-6.9500995e-05,134.0,4
352,77,-7.048587e-05,128.0,4
353,77,-0.0004383024,123.0,4
354,77,0.00012683141,125.0,4
355,77,8.964731e-05,129.0,4
356,77,5.9190003e-05,139.0,0
357,77,0.00025951327,155.0,3
358,77,0.0001818777,166.0,3
359,77,6.2271196e-05,163.0,3
360,77,0.0003708888,167.0,3
361,77,0.00010085915,164.0,3
362,77,0.000360418,162.0,3
363,77,0.00012911507,162.0,3
364,77,1.45326485e-05,162.0,3
365,77,9.8248245e-05,162.0,3
366,77,2.3602333e-05,155.0,3
367,77,0.00020132976,148.0,0
368,77,-0.000108478824,147.0,0
369,77,2.112618e-05,148.0,0
370,77,0.00017083983,142.0,0
371,77,0.00024310162,136.0,0
372,77,-0.00025925314,133.0,4
373,77,-2.6860856e-05,129.0,4
374,77,-0.00032703514,132.0,4
375,77,-0.00034356324,142.0,0
376,77,-0.00028074608,144.0,0
377,77,-4.529982e-05,143.0,0
378,77,-0.00019292947,144.0,0
379,77,-0.00030707842,147.0,0
380,77,-0.00015479565,145.0,0
381,77,-0.00014327804,145.0,0
382,77,3.2124284e-05,144.0,0
383,77,-4.9981812e-05,143.0,0
384,77,-0.0003010335,142.0,0
385,77,-0.00026178392,142.0,0
386,77,4.9254217e-05,138.0,0
387,77,-0.00012726878,138.0,0
388,77,9.36517e-05,127.0,4
389,77,0.00027967308,113.0,4
390,77,3.9612933e-05,90.0,2
391,77,0.00020338525,74.0,1
392,77,-1.4759367e-05,59.0,5
393,77,0.00051990186,61.0,5
394,77,0.00034064555,70.0,1
395,77,0.0005034527,57.0,5
396,77,0.00032592798,62.0,5
397,77,0.0004997763,67.0,5
398,77,0.0004601552,68.0,5
399,77,0.000562418,53.0,5
400,77,0.00024589675,60.0,5
401,77,0.00022616459,62.0,5
402,77,0.00053273595,51.0,5
403,77,0.0003442826,62.0,5
404,77,0.0003554349,71.0,1
405,77,0.00060014945,59.0,5
406,77,0.00032953743,56.0,5
407,77,9.924246e-05,111.0,2
408,77,8.194143e-05,122.0,4
409,77,5.9902435e-05,129.0,4
410,77,-0.00017806282,133.0,4
411,77,0.00013026787,130.0,4
412,77,-3.3686287e-05,126.0,4
413,77,0.00023609429,96.0,2
414,77,0.00029724493,92.0,2
415,77,0.00065417204,117.0,4
416,77,0.00042216945,122.0,4
417,77,0.00026371988,108.0,2
418,77,0.00017691415,107.0,2
419,77,0.00018415082,112.0,2
350,78,9.817106e-05,137.0,0
351,78,4.7986105e-05,142.0,0
352,78,0.00013687677,139.0,0
353,78,-5.488185e-05,132.0,4
354,78,3.669696e-05,129.0,4
355,78,-0.000113681075,123.0,4
356,78,-0.00033369585,139.0,0
357,78,-3.4332974e-05,141.0,0
358,78,1.3628975e-05,152.0,0
359,78,-0.00019251567,153.0,3
360,78,0.00023757323,160.0,3
361,78,4.703534e-05,151.0,0
362,78,0.00038186874,150.0,0
363,78,-1.9666215e-05,144.0,0
364,78,-0.00024951127,149.0,0
365,78,-2.2594177e-05,154.0,3
366,78,0.0001568066,146.0,0
367,78,0.0004143504,136.0,0
368,78,0.0001634282,142.0,0
369,78,-0.0001576771,144.0,0
370,78,0.0001344991,140.0,0
371,78,-0.00020539941,129.0,4
372,78,-0.00024362077,130.0,4
373,78,-2.1337124e-05,133.0,4
374,78,-0.00018581655,141.0,0
375,78,-0.0001705623,143.0,0
376,78,-0.00026370885,144.0,0
377,78,-0.00015922065,147.0,0
378,78,-0.000108728884,145.0,0
379,78,-0.00026863255,146.0,0
380,78,-0.00032472977,146.0,0
381,78,-0.00038562308,145.0,0
382,78,-0.00027565006,141.0,0
383,78,-0.00013013766,143.0,0
384,78,-0.00028479478,142.0,0
385,78,-8.9437e-05,141.0,0
386,78,-0.00012597669,137.0,0
387,78,-0.00013576285,130.0,4
388,78,9.9800935e-05,115.0,4
389,78,0.00030015298,78.0,1
390,78,0.00023202866,52.0,5
391,78,0.000381599,58.0,5
392,78,0.00039088103,55.0,5
393,78,0.00034532568,69.0,1
394,78,0.00045443734,64.0,5
395,78,0.00037141843,62.0,5
396,78,0.00034313998,65.0,5
397,78,0.0003437248,67.0,5
398,78,0.0007415864,64.0,5
399,78,0.000200835,47.0,5
400,78,0.0004574514,58.0,5
401,78,0.00042984996,58.0,5
402,78,0.0003918094,57.0,5
403,78,0.00037480675,71.0,1
404,78,0.0005050359,57.0,5
405,78,0.00039339944,71.0,1
406,78,0.0001965551,51.0,5
407,78,6.812217e-05,77.0,1
408,78,0.00020869466,117.0,4
409,78,0.00022966432,118.0,4
410,78,-0.00032391562,123.0,4
411,78,2.7885195e-05,127.0,4
412,78,0.00015507708,121.0,4
413,78,0.00033985224,99.0,2
414,78,-4.0931278e-05,96.0,2
415,78,3.1024974e-06,98.0,2
416,78,-0.00013978171,105.0,2
417,78,-0.00022083754,104.0,2
418,78,-8.9308596e-05,107.0,2
419,78,-1.9768428e-05,110.0,2
350,79,-0.00015357306,139.0,0
351,79,0.00029077317,140.0,0
352,79,0.000108677836,139.0,0
353,79,0.00029875775,138.0,0
354,79,7.378578e-05,138.0,0
355,79,-8.882524e-05,126.0,4
356,79,0.00032710348,122.0,4
357,79,3.595627e-05,126.0,4
358,79,0.0004075704,138.0,0
359,79,-1.5959085e-05,143.0,0
360,79,-1.4313206e-05,139.0,0
361,79,-0.00015943783,143.0,0
362,79,7.261353e-05,137.0,0
363,79,4.9079128e-05,131.0,4
364,79,0.0001277366,143.0,0
365,79,-9.3904586e-05,146.0,0
366,79,-6.575702e-05,130.0,4
367,79,4.5693072e-05,129.0,4
368,79,7.3524425e-06,137.0,0
369,79,-7.4238866e-05,133.0,4
370,79,1.2684031e-05,131.0,4
371,79,-0.00022722862,129.0,4
372,79,-0.00029347767,133.0,4
373,79,-0.0002148922,140.0,0
374,79,-2.561364e-05,142.0,0
375,79,-0.00021709525,144.0,0
376,79,-0.00012061419,146.0,0
377,79,-0.00031337352,146.0,0
378,79,0.00017128012,143.0,0
379,79,-0.0002687173,143.0,0
380,79,-0.00028092763,140.0,0
381,79,-0.00028126658,145.0,0
382,79,-0.0001433111,145.0,0
383,79,-0.00017926958,145.0,0
384,79,-0.00018223026,143.0,0
385,79,0.00018187833,143.0,0
386,79,-2.2662047e-05,140.0,0
387,79,0.00018571317,126.0,4
388,79,0.0002301907,106.0,2
389,79,0.00031399837,60.0,5
390,79,0.00016729621,65.0,5
391,79,0.0001862513,76.0,1
392,79,0.0006112367,82.0,1
393,79,0.00071887224,64.0,5
394,79,0.00032641581,65.0,5
395,79,0.0003635413,62.0,5
396,79,0.00043830695,61.0,5
397,79,0.0002716154,74.0,1
398,79,0.00051570736,56.0,5
399,79,0.00039562612,51.0,5
400,79,0.00046445534,55.0,5
401,79,0.00037227746,56.0,5
402,79,0.00058431056,57.0,5
403,79,0.00036829192,64.0,5
404,79,0.0003467037,62.0,5
405,79,0.00022062933,76.0,1
406,79,0.00039288227,52.0,5
407,79,0.0003079385,58.0,5
408,79,0.00023281196,98.0,2
409,79,9.668001e-06,111.0,2
410,79,0.00013390929,115.0,4
411,79,0.00018620916,118.0,4
412,79,-0.00017674011,113.0,4
413,79,0.00030934153,90.0,2
414,79,0.0003337387,94.0,2
415,79,0.0001347416,103.0,2
416,79,0.00021447544,112.0,2
417,79,0.00011513202,109.0,2
418,79,0.00016891211,112.0,2
419,79,-0.0001752029,117.0,4
350,80,0.00023053045,141.0,0
351,80,2.8837763e-05,139.0,0
352,80,-0.00010185165,140.0,0
353,80,8.34454e-05,141.0,0
354,80,-1.641162e-05,136.0,0
355,80,-0.00010165782,133.0,4
356,80,-0.00015691458,125.0,4
357,80,6.142148e-05,122.0,4
358,80,-3.7789578e-06,121.0,4
359,80,-5.6983205e-05,124.0,4
360,80,8.717703e-05,129.0,4
361,80,-5.25458e-06,130.0,4
362,80,2.8938579e-05,129.0,4
363,80,-1.8338498e-05,118.0,4
364,80,-3.8310594e-05,123.0,4
365,80,0.00029112108,127.0,4
366,80,0.00012816075,121.0,4
367,80,0.000120529265,123.0,4
368,80,-0.00018496107,131.0,4
369,80,-0.00022350048,127.0,4
370,80,-0.00021984382,128.0,4
371,80,-0.00015162147,138.0,0
372,80,-0.00013884931,140.0,0
373,80,0.00011220813,142.0,0
374,80,3.9122882e-05,142.0,0
375,80,1.7088401e-05,142.0,0
376,80,6.700313e-05,143.0,0
377,80,-0.00027705613,143.0,0
378,80,-1.7245184e-05,144.0,0
379,80,-9.054958e-05,143.0,0
380,80,-0.00017613842,143.0,0
381,80,-0.00010894629,142.0,0
382,80,-0.00018608407,142.0,0
383,80,-6.1985396e-05,142.0,0
384,80,-0.00032841868,141.0,0
385,80,-0.00019197923,141.0,0
386,80,5.0748058e-05,130.0,4
387,80,-0.00018788042,98.0,2
388,80,-1.1110154e-05,56.0,5
389,80,0.00039474544,84.0,1
390,80,0.0002211702,74.0,1
391,80,0.00050901773,75.0,1
392,80,0.00048167107,70.0,1
393,80,0.00050373294,73.0,1
394,80,0.0006339813,63.0,5
395,80,0.00065397,71.0,1
396,80,9.053596e-05,65.0,5
397,80,0.00080501393,68.0,5
398,80,0.0004376024,67.0,5
399,80,0.00028162467,65.0,5
400,80,0.00057907146,56.0,5
401,80,0.00034229766,60.0,5
402,80,0.0005083211,63.0,5
403,80,0.0005221524,58.0,5
404,80,0.00026653428,55.0,5
405,80,0.0002914021,65.0,5
406,80,0.00041659293,54.0,5
407,80,0.00029234274,51.0,5
408,80,0.0002870377,53.0,5
409,80,0.00034549256,60.0,5
410,80,0.0002743217,70.0,1
411,80,0.00013591407,71.0,1
412,80,0.00013011205,58.0,5
413,80,0.00016345241,56.0,5
414,80,0.00024279347,73.0,1
415,80,0.00015349087,98.0,2
416,80,0.00021643162,112.0,2
417,80,0.00025697553,114.0,4
418,80,3.5374425e-05,115.0,4
419,80,-6.653153e-05,121.0,4
350,81,-3.4211378e-05,130.0,4
351,81,6.131391e-05,132.0,4
352,81,0.00036302826,137.0,0
353,81,0.00026184542,132.0,4
