x,y,latent,bandcontrast,cluster
360,110,0.00056120334,136.0,0
361,110,0.00025987462,139.0,0
362,110,9.0763206e-05,140.0,0
363,110,0.00019869604,140.0,0
364,110,0.00067162234,142.0,0
365,110,0.00025386154,142.0,0
366,110,0.00053982716,147.0,0
367,110,0.0006290071,147.0,0
368,110,0.00023759669,142.0,0
369,110,0.0003198071,142.0,0
370,110,0.00038092304,142.0,0
371,110,0.00025539496,147.0,0
372,110,-0.000126587,143.0,0
373,110,0.0003605676,144.0,0
374,110,0.0004682166,152.0,0
375,110,0.00045458833,152.0,0
376,110,0.00012562191,152.0,0
377,110,0.0002274036,145.0,0
378,110,-1.4577759e-05,152.0,0
379,110,1.3518846e-05,142.0,0
380,110,-6.656349e-05,154.0,0
381,110,0.00029216683,145.0,0
382,110,-8.6504966e-05,145.0,0
383,110,0.00040887902,147.0,0
384,110,0.00056070555,143.0,0
385,110,8.4557105e-06,145.0,0
386,110,0.00029277406,145.0,0
387,110,4.8180576e-05,146.0,0
388,110,-7.7448785e-05,144.0,0
389,110,1.2842007e-05,146.0,0
360,111,0.0008081964,129.0,0
361,111,0.0006475025,132.0,0
362,111,0.000529818,135.0,0
363,111,0.0004698336,140.0,0
364,111,0.00046941126,138.0,0
365,111,0.00043105287,142.0,0
366,111,0.00048802374,140.0,0
367,111,0.00015381211,143.0,0
368,111,0.0004844847,141.0,0
369,111,0.00043918449,142.0,0
370,111,-0.00048816763,142.0,0
371,111,0.0002767546,144.0,0
372,111,0.0004889546,143.0,0
373,111,-1.5557744e-06,141.0,0
374,111,0.00035451888,152.0,0
375,111,0.0003565424,141.0,0
376,111,0.000577779,153.0,0
377,111,0.0008339591,144.0,0
378,111,0.00062018307,144.0,0
379,111,0.0002605631,145.0,0
380,111,-9.629503e-05,146.0,0
381,111,0.000403109,145.0,0
382,111,0.0004421582,145.0,0
383,111,0.00021618046,143.0,0
384,111,4.197657e-05,146.0,0
385,111,-4.9249968e-05,148.0,0
386,111,-0.00015975256,143.0,0
387,111,-3.2163458e-05,148.0,0
388,111,-0.00022334536,148.0,0
389,111,-1.8944964e-05,149.0,0
360,112,0.0004696704,115.0,2
361,112,0.0009582543,137.0,0
362,112,0.00060264976,131.0,0
363,112,0.0010611101,131.0,0
364,112,0.00037536025,137.0,0
365,112,0.00039448636,135.0,0
366,112,0.0007078049,143.0,0
367,112,0.0004960494,141.0,0
368,112,0.00056488556,140.0,0
369,112,0.0002558243,139.0,0
370,112,5.2889343e-05,141.0,0
371,112,7.750001e-05,143.0,0
372,112,0.00060253195,143.0,0
373,112,0.0002871484,144.0,0
374,112,-2.3672823e-05,141.0,0
375,112,0.0007597422,152.0,0
376,112,-8.305721e-05,143.0,0
377,112,0.00050973124,142.0,0
