dim,pearson,spearman,kendall,mi,dcorr,hsic,pp_spatial
27,-0.09992974436454707,-0.11222815667785457,-0.07486348854185064,0.0,0.1075535466401652,0.0006003115614040128,-0.0987885613862996
81,0.09749086818060465,0.08996613789688242,0.06017950123674138,0.0,0.09100629972006266,0.0003832698883517209,0.09764726825543271
166,0.08828870693699233,0.11074707995556386,0.07359447751858972,0.0,0.10152885247511055,0.0006090986825734953,0.08855437179966813
5,-0.08538754472858161,-0.08106810249420397,-0.0549030811719315,0.0003545367872419547,0.08846234318456267,0.0003853732891711951,-0.08392624119150696
209,-0.08347598269608233,-0.060124875867565056,-0.040803457213380995,0.0,0.08299652444004064,0.0002631722135369931,-0.08745511768095213
64,-0.08335544821782326,-0.09180762034316227,-0.06168030176137517,0.0,0.09433410985314379,0.0005434247479074221,-0.08241330817410084
142,-0.08228166021590841,-0.08733341663556386,-0.058619739988314656,0.006000841198583906,0.0950428158303596,0.0005309616787641793,-0.08123499618273142
179,-0.07710659619412331,-0.06109723658798016,-0.04050488905361615,0.0002897738934128924,0.07426779586414384,0.0002363085090724762,-0.07569209449953992
44,-0.0746418685401326,-0.062007159986743346,-0.04191536622216045,0.0068324092807072745,0.07490422118039446,0.0002086000396774669,-0.07431122252161622
45,-0.0743036799744759,-0.07768992858280983,-0.05204094501970292,0.0,0.07800494400603404,0.00037587288989449064,-0.07500057600533687
181,0.07309994251572864,0.06524594301478574,0.04393842289091194,0.017979800594969397,0.09137615642437387,0.0005090476052813674,0.07235964528044692
42,-0.07167550513765517,-0.07756652305295661,-0.0514746950615282,0.01774610342521843,0.07715735274349331,0.00026757724052363683,-0.07123056690032824
49,0.06979484901685575,0.09173556262204954,0.061425251144725766,0.0,0.08265435196468722,0.0003838643337017561,0.06913006200871488
77,-0.06880934821756536,-0.08741162943736426,-0.05930438766501682,0.015473476786400653,0.08476612284506044,0.0004882775174937499,-0.06733725317880007
211,0.06873983125932759,0.09693171238408559,0.06566963647998272,0.008814717600700739,0.08128227433262891,0.0002826256753182211,0.06982954179916559
105,0.06868862724580094,0.07264034080074082,0.04942589975831422,0.012471095367650342,0.08893757544388053,0.0005019157257738987,0.06807190755488812
132,-0.06765963672057745,-0.0641631629585988,-0.04293724526765978,0.0,0.07336633274626261,0.00024274735278914094,-0.06625064359743807
186,0.06720996721511835,0.07919206210719087,0.05324551311254733,0.0,0.09017884634921604,0.0005243423613841702,0.06874851854213092
156,0.06570710683789778,0.07029274997496604,0.04675937722800054,0.0036478030859541377,0.082037598092408,0.00036936611749839544,0.06438572860402894
188,0.0650136061174708,0.0627176337451372,0.040669616314176066,0.0,0.07639109770500374,0.00036447762177335317,0.06315298864422791
32,0.0645759000338483,0.043284690724641174,0.02894309445306689,0.00516027620832471,0.07130451959136755,0.00026686967759126693,0.06283905097347581
35,-0.0640061351385603,-0.07744413191096218,-0.05199461547767044,0.0,0.07874660151956273,0.0003340303898111938,-0.06239320928242714
250,-0.06325370862231741,-0.0640458172411849,-0.042502207087905156,0.0,0.07987986877880858,0.0003659204224711448,-0.07140339357306365
254,-0.06265768768975816,-0.07948069043190283,-0.05220567228026284,0.008614173722712337,0.08459051069199314,0.0005670179258085682,-0.06691124847373153
120,0.062106835360258475,0.06462113256212047,0.04324347976042479,0.0,0.08149153548692703,0.00040384048170906845,0.06373558631162515
19,0.060971957074124505,0.07506679153781208,0.05011569516190888,0.03522960193455926,0.07237181363156132,0.00029278049747205793,0.05978842225032388
11,0.06042519298282178,0.0539968014077185,0.03592855984618592,0.0,0.06393101048810876,0.00019325268877907236,0.059315355907097106
43,-0.060303971930976565,-0.07245804830674138,-0.04750064990052017,0.00045463295526815273,0.08474832525550238,0.0005444162187592358,-0.058360379043803756
52,0.060142042745800005,0.0943136468545612,0.06338653509076729,0.0,0.0833705348967486,0.0004920376669039927,0.05810734220247079
239,0.058468995521432636,0.046147118367633765,0.031094844294130817,0.0,0.06359856550681044,0.0002120065105420506,0.0570927366213978
249,-0.05791354592668223,-0.054022685787562995,-0.03520787808123628,0.0,0.07441396219452447,0.00035877405839536506,-0.06295704267002541
147,-0.057861491786736365,-0.06336731418978818,-0.042497059361012654,0.0,0.07088829968469021,0.0003594804127051454,-0.05600461617068641
144,-0.057565659238636206,-0.06426886014399358,-0.043068457046079874,0.026316689280059258,0.06397422550489665,0.00019169999809921578,-0.05560973201506467
232,0.05751589447253443,0.09086733406217101,0.06118845570767088,0.03201029009592027,0.08111555885664107,0.0005862735115072899,0.059176874618759666
207,0.056888266761519785,0.015994981578366534,0.009860496242182359,0.0,0.07788489799648501,0.0004530785334408978,0.058744126695391044
2,-0.05600912488004906,-0.035256230569171015,-0.023702708476504488,0.008655377522738483,0.0743288783909922,0.00038274606987726505,-0.06003880158305376
175,-0.055430206976086804,-0.06690717802798121,-0.04438627513055922,0.002826604205139027,0.06493073950242519,0.0002257109446366086,-0.053387662978685926
227,-0.05493215550844763,-0.034164434423108576,-0.022776117635854947,0.0,0.06639659441113803,0.000303985619009377,-0.054773682408384886
210,0.0547000656565204,0.04730235768530699,0.030706230430594724,0.0,0.07559969956418004,0.00035753460718161316,0.06049577059016986
55,-0.05452962664628043,-0.05248244276069469,-0.03540863943004368,0.00040396824494859374,0.07053694983315369,0.0002706343789819193,-0.058252969831897934
170,-0.05355991520810785,-0.09513921865603385,-0.06321666010331488,0.02874052922678061,0.09193159132185211,0.0007846017609390121,-0.05263467131023715
234,-0.05305276483998891,-0.05258895394574144,-0.03490425203347298,0.0,0.06664491597697728,0.00033005166817800423,-0.052464258951471915
100,0.052794058259969634,0.08118631365864244,0.05416180849941187,0.0,0.07363608695555157,0.00032988885830686625,0.05120979364450117
129,-0.051348011405867366,-0.035367131145248004,-0.02371815165718198,0.021409603788128173,0.06683028274664818,0.00030695664101850753,-0.049156159360158186
208,0.05106417714742471,0.030746944237464137,0.02018681100892873,0.014233414780728815,0.07113436814153826,0.00037923019548154354,0.049656943965251
95,0.05030198731049354,0.04720377821700189,0.03183611696665045,0.016267475949978127,0.05673806710091972,0.00011962537308619705,0.04792614885269065
184,-0.05016305198929669,-0.05884513813649657,-0.03853330965378962,0.0,0.07574535339958735,0.00047692372305450454,-0.049939843965425404
128,-0.049736390464766925,-0.0806463969760888,-0.05518620615101885,0.0,0.07225966482838131,0.0003535764105649894,-0.04730793437026414
251,0.0496189090106218,0.03074160995648267,0.02002723147526131,0.0,0.06058234718250469,0.00022451838618984052,0.05497533158706751
127,-0.04944892038606391,-0.0492990662970762,-0.03428128724058673,0.0,0.06108770731677489,0.00018522704494808298,-0.047626464803699406
68,-0.048025714571091775,-0.046139580416476346,-0.030471969340138624,0.017007402833637997,0.0670140900276388,0.00025235736189699147,-0.04561661189096611
112,-0.04788198009892941,-0.05205393384814741,-0.0339415372656819,0.0,0.06820856297157978,0.00029533189737081055,-0.046109242899361295
165,-0.04703030779571719,-0.06880287655211945,-0.0464505136144507,0.017761711046971662,0.06625435588462422,0.00026527116568465857,-0.047237876259949484
134,-0.04669840259655964,-0.05435767863319911,-0.03552703714857112,0.004851904778734095,0.063948318172735,0.000186750681625432,-0.05420163547283481
